PROJ_ID,SAMP_NO,UTM_ZONE,UTM_X,UTM_Y,ALB_X,ALB_Y,DD_X,DD_Y
"0371","0011",9,668554,5504675,952059,517425,-126.6639,49.67102
"0371","0012",9,709428,5613718,997303,624739,-126.03815,50.63765
"0371","0013",10,342424,5594898,1055239,608034,-125.22125,50.48485
"0371","0014",9,633097,5540902,918096,555063,-127.14257,50.00556
"0371","0015",10,323012,5538196,1038155,550572,-125.46817,49.96983
"0371","0016",9,641860,5551457,927285,565253,-127.01645,50.09841
"0371","0017",9,638962,5558736,924687,572647,-127.05429,50.16452
"0371","0018",9,634809,5538173,919695,552266,-127.11966,49.98065
"0371","0019",9,666134,5519965,950260,532797,-126.69089,49.80911
"0371","0020",10,324730,5558321,1039055,570751,-125.45345,50.15117
"0371","0021",9,659732,5498023,942970,511138,-126.78878,49.61363
"0371","0022",10,320258,5576201,1033862,588440,-125.52446,50.31049
"0371","0023",9,610985,5558381,896719,573443,-127.44594,50.16724
"0371","0024",9,670532,5505155,954056,517825,-126.63629,49.67478
"0371","0025",10,298203,5611908,1010389,623239,-125.85309,50.62408
"0371","0026",9,714935,5516736,998901,527607,-126.01525,49.76462
"0371","0027",10,315223,5572906,1028967,584942,-125.59348,50.27933
"0371","0028",10,320356,5549100,1035059,561360,-125.51028,50.06702
"0371","0029",9,609607,5550627,895022,565749,-127.46746,50.09778
"0371","0031",9,661884,5501607,945267,514631,-126.75753,49.64528
"0371","0032",10,350967,5598348,1063629,611834,-125.10229,50.51809
"0371","0033",9,608577,5553783,894123,568946,-127.48097,50.12634
"0371","0034",9,664606,5501018,947964,513932,-126.72011,49.63925
"0371","0035",9,640048,5539588,924988,553466,-127.04611,49.99215
"0371","0036",10,295846,5613004,1007991,624239,-125.88697,50.6331
"0371","0037",10,316767,5576443,1030366,588540,-125.57355,50.31159
"0371","0039",9,634020,5533044,918696,547173,-127.13244,49.93471
"0371","0040",10,309188,5608960,1021476,620738,-125.69645,50.6013
"0371","0041",10,332277,5579111,1045748,591838,-125.35711,50.34018
"0371","0042",10,324674,5564322,1038755,576747,-125.457,50.20508
"0371","0043",9,709603,5542513,994606,553569,-126.07523,49.99804
"0371","0044",10,314068,5549355,1028766,561360,-125.59818,50.06737
"0371","0045",10,330259,5578694,1043750,591339,-125.38524,50.33585
"0371","0046",10,341170,5596690,1053913,609775,-125.23967,50.50062
"0371","0047",10,313071,5551895,1027668,563858,-125.61333,50.08988
"0371","0048",9,636688,5531354,921294,545376,-127.09588,49.91892
"0371","0049",10,322650,5558805,1036957,571151,-125.48277,50.15491
"0371","0050",10,330798,5591873,1043751,604536,-125.38362,50.45443
"0371","0051",10,289089,5524871,1004794,535893,-125.93337,49.83912
"0371","0053",10,320804,5557680,1035159,569952,-125.50804,50.14424
"0371","0054",10,325372,5551996,1039954,564456,-125.44157,50.09453
"0371","0055",10,332352,5578508,1045848,591239,-125.35578,50.33478
"0371","0057",10,323708,5570061,1037557,582443,-125.47319,50.25636
"0371","0058",9,696026,5608672,983718,620238,-126.23011,50.59698
"0371","0059",9,667854,5499751,951160,512536,-126.6757,49.62697
"0371","0060",9,641351,5541940,926386,555763,-127.02708,50.01299
"0371","0061",10,316237,5565865,1030265,577946,-125.57585,50.21638
"0371","0062",10,328923,5548352,1043649,560960,-125.39034,50.06282
"0371","0063",9,650188,5533606,934877,547075,-126.90707,49.93593
"0371","0064",10,316946,5548839,1031663,560960,-125.55775,50.06363
"0371","0065",9,615433,5566863,901513,581738,-127.38112,50.24264
"0371","0066",10,323413,5540679,1038455,553069,-125.46373,49.99226
"0371","0067",9,633687,5538727,918596,552866,-127.13511,49.98588
"0371","0068",10,313078,5542197,1028067,554168,-125.6085,50.00275
"0371","0069",9,637655,5541888,922691,555863,-127.07865,50.01339
"0371","0070",9,608444,5554577,894023,569745,-127.4826,50.13351
"0371","0071",9,665869,5509262,949562,522116,-126.69912,49.713
"0371","0072",9,625048,5559162,910803,573644,-127.24886,50.17146
"0371","0074",9,645291,5528709,929784,542381,-126.97711,49.89311
"0371","0075",9,620519,5545381,905710,560056,-127.31661,50.0485
"0371","0076",10,347538,5592788,1060433,606134,-125.14835,50.46724
"0371","0077",9,647738,5532407,932380,545976,-126.94164,49.92575
"0371","0078",10,315003,5550217,1029665,562259,-125.58554,50.07541
"0371","0079",10,311882,5574342,1025571,586242,-125.64105,50.29117
"0371","0080",10,310085,5552216,1024671,564057,-125.65519,50.09182
"0371","0081",9,711123,5603982,998602,614937,-126.01974,50.5496
"0371","0082",10,320449,5575994,1034061,588240,-125.52168,50.30868
"0371","0083",10,321704,5577342,1035260,589640,-125.50471,50.32118
"0371","0084",9,671812,5508104,955454,520719,-126.61728,49.70092
"0371","0085",9,646292,5533547,930982,547174,-126.96134,49.93636
"0371","0086",9,613592,5555790,899217,570745,-127.41024,50.14345
"0371","0087",9,710307,5614254,998202,625239,-126.02544,50.64215
"0371","0088",9,667358,5521814,951558,534594,-126.67309,49.82538
"0371","0089",10,302611,5602224,1015183,613737,-125.7857,50.53861
"0371","0090",9,661794,5528383,946264,541383,-126.74764,49.88595
"0371","0091",9,622540,5556960,908206,571546,-127.28468,50.15218
"0371","0093",10,317099,5557531,1031464,569652,-125.55978,50.14177
"0371","0094",10,326439,5558551,1040753,571051,-125.42966,50.15374
"0371","0095",9,650060,5551393,935475,564854,-126.9019,50.09583
"0371","0096",10,317511,5545517,1032362,557664,-125.54828,50.03395
"0371","0097",10,326558,5612953,1038658,625438,-125.4531,50.64259
"0371","0098",9,668797,5510980,952558,523713,-126.6578,49.72762
"0371","0099",9,620650,5549484,906009,564152,-127.3135,50.08537
"0371","0100",9,613886,5553503,899417,568447,-127.4068,50.12283
"0371","0101",10,326731,5541144,1041751,553668,-125.41769,49.99741
"0371","0102",10,288002,5604617,1000499,615537,-125.99295,50.55499
"0371","0103",10,317262,5568923,1031164,581044,-125.56298,50.24418
"0371","0104",9,695745,5598356,983019,609937,-126.2395,50.50441
"0371","0105",10,320514,5577591,1034061,589840,-125.52153,50.32305
"0371","0107",9,695735,5608460,983418,620038,-126.23434,50.59517
"0371","0108",9,639022,5554839,924587,568750,-127.05487,50.12949
"0091","0001",11,588975,5524909,1733562,592460,-115.76182,49.86997
"0091","0002",11,564005,5577907,1702027,641863,-116.10036,50.34976
"0091","0003",11,594501,5535685,1737668,603857,-115.6823,49.96602
"0091","0004",11,602279,5578583,1739899,647417,-115.56235,50.35044
"0091","0005",11,566693,5577550,1704739,641851,-116.06265,50.34625
"0091","0007",11,609173,5541731,1751451,611731,-115.47607,50.01788
"0091","0008",11,611671,5565571,1750878,635704,-115.43423,50.23175
"0091","0009",11,597264,5618437,1729832,686338,-115.62243,50.7096
"0091","0010",11,567910,5582338,1705335,646759,-116.04468,50.38917
"0091","0011",11,588841,5601591,1723633,668539,-115.74573,50.55949
"0091","0013",11,583619,5534884,1726974,601672,-115.83417,49.96044
"0091","0014",11,591672,5618757,1724247,685943,-115.70153,50.71338
"0091","0016",11,627006,5559562,1766856,631704,-115.22133,50.17464
"0091","0017",11,622663,5574924,1760581,646391,-115.27715,50.31365
"0091","0018",11,577343,5538518,1720283,604476,-115.92093,49.99397
"0091","0019",11,617774,5549793,1758951,620830,-115.35358,50.08872
"0091","0020",11,582158,5543028,1724484,609565,-115.8528,50.03388
"0091","0021",11,600455,5586280,1737106,654823,-115.58593,50.41995
"0091","0023",11,580994,5527071,1725367,593585,-115.8724,49.89055
"0091","0025",11,545062,5600407,1680374,661789,-116.36389,50.55386
"0091","0026",11,542467,5611520,1676386,672493,-116.39925,50.65398
"0091","0027",11,533760,5634608,1664814,694315,-116.5203,50.86217
"0091","0029",11,553629,5604315,1688371,666758,-116.2424,50.58827
"0091","0030",11,628740,5572915,1766865,645175,-115.19253,50.29429
"0091","0031",11,599204,5590578,1735316,658929,-115.60239,50.45881
"0091","0032",11,616387,5597913,1751415,668405,-115.35813,50.52159
"0091","0033",11,570377,5543760,1712703,608788,-116.01714,50.04197
"0091","0035",11,600809,5589751,1737013,658313,-115.58001,50.4511
"0091","0036",11,539638,5627802,1671508,688302,-116.43752,50.8006
"0091","0037",11,587470,5516466,1733148,583893,-115.78466,49.79427
"0091","0039",11,599233,5563679,1738784,632237,-115.60907,50.21696
"0091","0040",11,610977,5560943,1750782,631023,-115.44531,50.19027
"0091","0041",11,572965,5542806,1715392,608171,-115.98118,50.03308
"0091","0042",11,620831,5556942,1761067,628314,-115.3086,50.15237
"0091","0043",11,566573,5573547,1705130,637863,-116.06504,50.31027
"0091","0045",11,564968,5558750,1705425,622973,-116.09012,50.17739
"0091","0047",11,608981,5562710,1748576,632521,-115.47276,50.20653
"0091","0048",11,589653,5530164,1733564,597760,-115.75116,49.91713
"0091","0049",11,568722,5577701,1706732,642260,-116.03411,50.34738
"0091","0050",11,565735,5586543,1702642,650656,-116.07454,50.42723
"0091","0051",11,526020,5623808,1658515,682606,-116.63104,50.76545
"0091","0052",11,615555,5597005,1750706,667397,-115.37014,50.51359
"0091","0054",11,615283,5594935,1750702,665308,-115.37462,50.49503
"0091","0055",11,586364,5552135,1727494,619138,-115.79202,50.11517
"0091","0056",11,553594,5612579,1687284,674959,-116.2417,50.66259
"0091","0057",11,612002,5577425,1749689,647510,-115.42608,50.33826
"0091","0058",11,621171,5587519,1757489,658700,-115.29404,50.42718
"0091","0059",11,529093,5575769,1667672,635299,-116.59122,50.3333
"0091","0060",11,594903,5608676,1728738,676346,-115.65836,50.62223
"0091","0062",11,563693,5553579,1704820,617679,-116.10883,50.13102
"0091","0064",11,593658,5535463,1736860,603529,-115.6941,49.96416
"0091","0065",11,576327,5563324,1716109,628960,-115.93014,50.21716
"0091","0066",11,599203,5585127,1736012,653519,-115.60385,50.4098
"0091","0067",11,592986,5535685,1736165,603663,-115.70342,49.96626
"0091","0068",11,603870,5551288,1744968,620534,-115.54747,50.10475
"0091","0069",11,538765,5652320,1667522,712543,-116.4473,51.02113
"0091","0070",11,595926,5528847,1739956,597255,-115.66413,49.90431
"0091","0071",11,595365,5573439,1733700,641428,-115.66081,50.30535
"0091","0072",11,584296,5526139,1728762,593083,-115.82665,49.88171
"0091","0073",11,615285,5556963,1755564,627625,-115.38619,50.15367
"0091","0074",11,544084,5600635,1679375,661891,-116.37767,50.55598
"0091","0075",11,534337,5655497,1662728,715137,-116.51013,51.04998
"0091","0076",11,555559,5609122,1689672,671777,-116.21442,50.63132
"0091","0077",11,566758,5558572,1707223,623024,-116.06508,50.17559
"0091","0078",11,574830,5594539,1710641,659752,-115.94492,50.49804
"0091","0079",11,573455,5552817,1714601,618167,-115.97242,50.12304
"0091","0080",11,555100,5614924,1688478,677479,-116.22005,50.68354
"0091","0081",11,548982,5603423,1683877,665282,-116.30816,50.58066
"0091","0082",11,598568,5543828,1740662,612455,-115.62352,50.03858
"0091","0083",11,583753,5569305,1722711,635843,-115.82475,50.26994
"0091","0084",11,556635,5619766,1689383,682483,-116.19758,50.72693
"0091","0085",11,595353,5552394,1736378,620543,-115.66626,50.11613
"0091","0086",11,594069,5571176,1732704,639017,-115.67957,50.28521
"0091","0087",11,561916,5626337,1693781,689680,-116.12166,50.78547
"0091","0088",11,582448,5580254,1720019,646544,-115.84067,50.36857
"0091","0089",11,588891,5559260,1729090,626531,-115.75503,50.17887
"0091","0092",11,611531,5576883,1749291,646912,-115.43286,50.33347
"0091","0093",11,559390,5614575,1692776,677679,-116.15939,50.67998
"0091","0094",11,554995,5632491,1686135,694911,-116.21891,50.84151
"0091","0095",11,550039,5585148,1687253,647273,-116.29568,50.41623
"0091","0096",11,558876,5614072,1692330,677114,-116.16674,50.6755
"0091","0097",11,599031,5565859,1738305,634374,-115.61133,50.23659
"0091","0099",11,577265,5593115,1713237,658649,-115.91088,50.48492
"0091","0101",11,591097,5593344,1726924,660640,-115.7159,50.48499
"0091","0102",11,615932,5554957,1756462,625718,-115.37775,50.13551
"0091","0103",11,549124,5608442,1683378,670283,-116.30549,50.62578
"0091","0104",11,571352,5538874,1714294,604064,-116.00443,49.99792
"0091","0109",11,550764,5543266,1693307,605798,-116.29108,50.03952
"0091","0110",11,594659,5627037,1726150,694545,-115.6571,50.78735
"0091","0111",11,592164,5612443,1725542,679737,-115.69613,50.65654
"0091","0114",11,552701,5541788,1695417,604578,-116.26424,50.02606
"0091","0115",11,616584,5535929,1759545,606924,-115.37442,49.96431
"0091","0116",11,597366,5595745,1732833,663824,-115.62694,50.50557
"0091","0119",11,605040,5595958,1740415,665015,-115.51869,50.50616
"0091","0120",11,606962,5525404,1751346,595252,-115.51145,49.87148
"0091","0121",11,579500,5539485,1722300,605710,-115.89064,50.00238
"0091","0122",11,572052,5559478,1712359,624598,-115.99078,50.18311
"4571","0002",10,395492,5400728,1116238,416256,-124.42177,48.75079
"DJA1","0031",10,373088,6131433,1063344,1146605,-124.99971,55.3129
"DJA1","0032",10,337304,6161843,1026377,1175531,-125.58075,55.57536
"DJA1","0033",9,629362,6251112,944243,1266382,-126.90466,56.3869
"DJA1","0034",10,317964,6180616,1006294,1193498,-125.89954,55.73699
"DJA1","0035",10,402539,6063198,1095608,1079488,-124.51262,54.70664
"DJA1","0036",9,675327,6203499,988007,1216707,-126.1924,55.94483
"DJA1","0037",10,320738,6196047,1008393,1209073,-125.86558,55.8765
"DJA1","0038",10,346358,6155638,1035667,1169706,-125.43383,55.52259
"DJA1","0039",9,665460,6169694,976715,1183276,-126.37075,55.6449
"DJA1","0040",10,434974,6038461,1128987,1056076,-124.00385,54.4896
"DJA1","0041",10,348803,6121643,1039561,1135754,-125.37676,55.21814
"DJA1","0042",10,434175,6071575,1126782,1089229,-124.02363,54.78705
"DJA1","0043",9,674461,6141766,984485,1154912,-126.24548,55.39109
"DJA1","0044",9,677718,6180739,989408,1193809,-126.16906,55.7397
"DJA1","0045",9,645982,6207766,958942,1222252,-126.65952,55.99294
"DJA1","0046",10,319990,6116067,1011088,1128929,-125.82558,55.15844
"DJA1","0047",9,605427,6269423,921165,1285753,-127.28473,56.55728
"DJA1","0048",10,319231,6154398,1008686,1167293,-125.86218,55.50218
"DJA1","0049",9,546712,6316166,864605,1335079,-128.23132,56.98668
"DJA1","0050",9,652359,6222349,965928,1236581,-126.54909,56.12186
"DJA1","0051",9,624617,6254315,939650,1269795,-126.97994,56.41693
"DJA1","0052",10,352119,6119399,1042961,1133648,-125.32351,55.199
"DJA1","0053",10,357500,6144236,1047260,1158763,-125.25164,55.42359
"DJA1","0054",9,599605,6269567,915365,1286149,-127.37935,56.55984
"DJA1","0005",10,381681,6128460,1072036,1143994,-124.86314,55.28834
"DJA1","0006",10,450642,6046215,1144274,1064512,-123.7633,54.56105
"DJA1","0007",10,392150,6021541,1087024,1037302,-124.65855,54.33031
"DJA1","0008",10,358343,6135875,1048459,1150422,-125.2341,55.34876
"DJA1","0009",9,620194,6226883,934057,1242513,-127.06409,56.17176
"DJA1","0055",10,396184,6125329,1086625,1141477,-124.63372,55.26349
"DJA1","0056",10,397786,6054985,1091220,1071056,-124.58348,54.63192
"DJA1","0057",9,648963,6205856,961831,1220210,-126.61283,55.97488
"DJA1","0058",10,323458,6110404,1014786,1123405,-125.76769,55.10886
"DJA1","0059",9,663233,6191239,975424,1204952,-126.39323,55.83904
"DJA1","0060",9,680689,6197812,993106,1210779,-126.11046,55.89181
"DJA1","0061",9,636726,6199121,949343,1213993,-126.81218,55.91805
"DJA1","0062",9,682156,6168395,993298,1181253,-126.10666,55.62727
"DJA1","0063",10,434848,6054306,1128187,1071950,-124.0093,54.63196
"DJA1","0064",9,537165,6312251,854912,1331567,-128.38898,56.95238
"DJA1","0065",9,672357,6193442,984613,1206764,-126.24631,55.85564
"DJA1","0066",10,345489,6112064,1036668,1126015,-125.42358,55.13112
"DJA1","0067",9,539318,6313445,857112,1332670,-128.3534,56.96293
"DJA1","0068",9,611083,6240503,925559,1256547,-127.20504,56.29628
"DJA1","0069",9,670835,6193873,983114,1207261,-126.27032,55.86005
"DJA1","0070",10,334848,6158343,1024080,1171919,-125.61757,55.54312
"DJA1","0071",10,366620,6151160,1056053,1166091,-125.11097,55.48833
"DJA1","0072",9,656263,6238651,970525,1252738,-126.47676,56.26693
"DJA1","0073",10,352351,6129416,1042764,1143694,-125.32512,55.28901
"DJA1","0074",9,673366,6146864,983613,1160066,-126.25957,55.43724
"DJA1","0010",9,673787,6181375,985517,1194616,-126.23119,55.74683
"DJA1","0011",9,522469,6330348,841021,1350311,-128.62897,57.11589
"DJA1","0012",9,667239,6156440,977918,1169923,-126.35054,55.52532
"DJA1","0013",9,687938,6150701,998298,1163280,-126.02698,55.4663
"0371","0001",9,710992,5606282,998563,617242,-126.0203,50.5703
"0371","0002",9,713195,5522764,997403,533697,-126.03608,49.81938
"0371","0003",10,308523,5550680,1023173,562459,-125.67624,50.07751
"0371","0004",9,622242,5539955,907209,554562,-127.29428,49.99937
"0371","0005",9,655804,5538034,940670,551270,-126.82708,49.97428
"0371","0006",9,628893,5538630,913802,552965,-127.20197,49.98606
"0371","0007",9,708698,5604584,996204,615637,-126.0536,50.55587
"0371","0008",9,620475,5558834,906220,573505,-127.31298,50.16946
"0371","0009",10,331606,5543045,1046545,555765,-125.35056,50.01589
"0371","0010",10,342724,5596564,1055470,609713,-125.21772,50.49991
"4571","0004",10,385390,5409822,1105754,424917,-124.56168,48.83079
"4571","0006",10,412597,5380175,1134207,396453,-124.18478,48.56857
"4571","0007",10,383114,5412709,1103358,427705,-124.59351,48.85633
"4571","0008",10,392776,5405029,1113343,420437,-124.45982,48.78901
"4571","0010",10,394361,5390201,1115537,405707,-124.43445,48.65593
"4571","0011",10,435096,5407966,1155585,425112,-123.88421,48.82128
"4571","0012",10,383628,5420371,1103560,435373,-124.58868,48.92533
"4571","0013",10,424597,5412194,1144901,428897,-124.028,48.85813
"4571","0014",10,385691,5419588,1105656,434676,-124.56031,48.91867
"4571","0015",10,389340,5418540,1109351,433779,-124.51024,48.90991
"4571","0017",10,416264,5382018,1137803,398443,-124.13545,48.58565
"4571","0018",10,397048,5399766,1117835,415360,-124.40036,48.7424
"4571","0020",10,393053,5399631,1113841,415062,-124.45465,48.74051
"4571","0022",10,393230,5401519,1113941,416953,-124.45273,48.75752
"4571","0023",10,397267,5419611,1117241,435173,-124.40236,48.9209
"4571","0024",10,401496,5391504,1122627,407299,-124.33791,48.66881
"4571","0025",10,406372,5388809,1127619,404811,-124.27109,48.64532
"4571","0026",10,381904,5409965,1102259,424918,-124.60921,48.83143
"4571","0027",10,416149,5376837,1137902,393270,-124.13597,48.53903
"4571","0028",10,375702,5412014,1095968,426710,-124.6943,48.84864
"4571","0029",10,392693,5383587,1114137,399041,-124.45538,48.59616
"4571","0031",10,395194,5398346,1116037,413867,-124.42521,48.72932
"4571","0032",10,398039,5402020,1118735,417650,-124.38745,48.76283
"4571","0033",10,432802,5362486,1155172,379644,-123.90809,48.41194
"4571","0036",10,401717,5389599,1122926,405408,-124.33445,48.65171
"4571","0038",10,388751,5411480,1109050,426709,-124.51635,48.84631
"4571","0039",10,397310,5415817,1117439,431388,-124.40082,48.88679
"4571","0041",10,425286,5411966,1145600,428698,-124.01856,48.85616
"4571","0042",10,386968,5389906,1108147,405111,-124.53473,48.65198
"4571","0044",10,431449,5409016,1151891,426009,-123.93406,48.83034
"4571","0045",10,404807,5391966,1125923,407896,-124.29306,48.67348
"4571","0047",10,419231,5376610,1140997,393171,-124.09418,48.53739
"4571","0048",10,402473,5386177,1123823,402025,-124.32339,48.62106
"4571","0051",10,404244,5387999,1125522,403915,-124.29978,48.63772
"4571","0052",10,404972,5393555,1126023,409488,-124.29118,48.6878
"4571","0054",10,398083,5405509,1118636,421133,-124.38771,48.79422
"4571","0055",10,398403,5403601,1119034,419242,-124.38289,48.77711
"4571","0056",10,419210,5376112,1140997,392673,-124.09437,48.53291
"4571","0058",10,422586,5375773,1144392,392474,-124.04858,48.53029
"4571","0059",10,409994,5387164,1131313,403319,-124.22157,48.63106
"4571","0060",10,417828,5381255,1139401,397746,-124.1141,48.57899
"4571","0061",10,408704,5387317,1130015,403418,-124.23911,48.63225
"4571","0062",10,412476,5382075,1134008,398344,-124.18682,48.58564
"4571","0063",10,414762,5381880,1136305,398243,-124.15579,48.5842
"4571","0064",10,387571,5399756,1108348,414962,-124.52922,48.74067
"4571","0065",10,375176,5411337,1095469,426013,-124.70126,48.84245
"4571","0066",10,394736,5387194,1116035,402722,-124.4286,48.62895
"4571","0067",10,392272,5400062,1113042,415460,-124.46538,48.74425
"4571","0068",10,381802,5407475,1102258,422429,-124.60988,48.80902
"4571","0069",10,388540,5403906,1109149,419143,-124.51717,48.77816
"4571","0070",10,403756,5393106,1124824,408990,-124.30759,48.68357
"4571","0071",10,382140,5388907,1103354,403917,-124.59997,48.64211
"4571","0073",10,430980,5407339,1151491,424316,-123.94017,48.8152
"4571","0074",10,392847,5382484,1114336,397947,-124.45301,48.58627
"4571","0077",10,407951,5393232,1129019,409288,-124.25064,48.68534
"4571","0078",10,389773,5409642,1110148,424917,-124.50193,48.82997
"4571","0079",10,390189,5407630,1110647,422926,-124.49573,48.81195
"4571","0080",10,392655,5392366,1113740,407797,-124.45817,48.67511
"4571","0081",10,385893,5422074,1105757,437165,-124.55825,48.94106
"4571","0082",10,393999,5405677,1114541,421133,-124.44335,48.79505
"4571","0083",10,410127,5387956,1131414,404114,-124.21994,48.6382
"4571","0085",10,393293,5407901,1113743,423324,-124.45353,48.81493
"4571","0086",10,399038,5394796,1120031,410483,-124.37209,48.69803
"4571","0087",10,436133,5406526,1156683,423718,-123.86986,48.80844
"4571","0088",10,389713,5405754,1110247,421035,-124.50171,48.79499
"4571","0090",10,401672,5378831,1123322,394664,-124.33252,48.55486
"4571","0092",10,401584,5388807,1122825,404612,-124.33607,48.64457
"4571","0093",10,402985,5384062,1124423,399936,-124.31595,48.60211
"4571","0095",10,388485,5385555,1109843,400832,-124.51296,48.61313
"4571","0096",10,397065,5407447,1117537,423025,-124.40206,48.81148
"4571","0099",10,408971,5384114,1130414,400234,-124.23478,48.60348
"4571","0101",10,408166,5383948,1129615,400035,-124.24566,48.60187
"4571","0102",10,395969,5400209,1116737,415758,-124.41515,48.7462
"4571","0104",10,402819,5392147,1123925,407995,-124.32009,48.6748
"4571","0105",10,393820,5383092,1115286,398593,-124.43998,48.5919
"4571","0106",10,387787,5419602,1107753,434775,-124.53172,48.91918
"4571","0107",10,399578,5386097,1120928,401826,-124.36264,48.61988
"4571","0108",10,401092,5386533,1122426,402323,-124.34221,48.62404
"4571","0110",10,387695,5419805,1107653,434974,-124.53303,48.92099
"4571","0111",10,404802,5382192,1126319,398145,-124.29088,48.58557
"4571","0112",10,410805,5380249,1132410,396454,-124.20908,48.56898
"4571","0114",10,372930,5397861,1093769,412475,-124.72769,48.72082
"4571","0117",10,407087,5384391,1128517,400433,-124.26039,48.6057
"4571","0118",10,385223,5417911,1105256,432983,-124.56623,48.9035
"4571","0119",10,400849,5383053,1122325,398842,-124.34467,48.5927
"4571","0121",10,449245,5388327,1170567,406105,-123.68905,48.64594
"4571","0122",10,402711,5391952,1123825,407796,-124.32152,48.67303
"4571","0123",10,397286,5388584,1118531,404214,-124.39435,48.64187
"4571","0124",10,409836,5385773,1131212,401924,-124.22341,48.61853
"4722","0001",11,304389,5557650,1447044,589009,-119.73751,50.13879
"4722","0003",10,708646,5590936,1421195,619670,-120.06195,50.43332
"4722","0004",11,313500,5561840,1455559,594304,-119.6122,50.17937
"4722","0005",11,303127,5572605,1443925,603692,-119.7629,50.27271
"4722","0009",11,322094,5564259,1463781,597779,-119.49309,50.20374
"4722","0010",11,317269,5561969,1459281,594903,-119.55953,50.1817
"4722","0014",11,312247,5544796,1456444,577236,-119.62136,50.02584
"4722","0015",11,297538,5589310,1436296,619573,-119.85021,50.42088
"4722","0016",11,296180,5574472,1436803,604677,-119.86128,50.28713
"4722","0017",11,297854,5580609,1437697,610977,-119.84109,50.34283
"4722","0018",11,318197,5576409,1458396,609350,-119.55347,50.31172
"4722","0021",11,314647,5606508,1451110,638783,-119.61817,50.58103
"4722","0022",11,299419,5572953,1440204,603574,-119.81506,50.27459
"4722","0023",11,292852,5589514,1431624,619191,-119.9162,50.42107
"4722","0025",11,302716,5579882,1442609,610862,-119.77247,50.33795
"4722","0026",11,294299,5588959,1433129,618820,-119.89556,50.4166
"4722","0027",11,309288,5557813,1451884,589782,-119.66911,50.14185
"4722","0028",11,311464,5561479,1453584,593692,-119.64051,50.17548
"4722","0029",11,296168,5600668,1433519,630676,-119.87566,50.52242
"4722","0030",11,302241,5560245,1444590,591316,-119.76888,50.16139
"4722","0034",11,299366,5541357,1444094,572217,-119.79918,49.99075
"4722","0035",11,304954,5543401,1449383,574942,-119.72235,50.01096
"4722","0036",11,298692,5541742,1443377,572515,-119.80878,49.99398
"4722","0037",11,307574,5574474,1448102,606102,-119.70152,50.29097
"4722","0038",11,302986,5546936,1446990,578203,-119.7516,50.04207
"4722","0039",11,308087,5564621,1449842,596388,-119.68934,50.20262
"4722","0040",11,306749,5582321,1446304,613787,-119.71711,50.36119
"4722","0041",11,297251,5579696,1437213,609996,-119.84907,50.33442
"4722","0043",11,304440,5575967,1444808,607192,-119.74624,50.30335
"4722","0045",11,305920,5555132,1448877,586701,-119.71483,50.11667
"4722","0046",11,310051,5550382,1453568,582504,-119.65475,50.07533
"4722","0048",11,319814,5604731,1456456,637665,-119.5444,50.56668
"4722","0050",11,319039,5552079,1462273,585310,-119.53007,50.09338
"4722","0052",11,301583,5583637,1441016,614448,-119.79035,50.3713
"4722","0053",11,319856,5569191,1460944,602394,-119.52676,50.24738
"4722","0054",11,300258,5578006,1440406,608694,-119.80597,50.32027
"4722","0058",10,711668,5579430,1424723,608306,-120.02593,50.32889
"4722","0059",11,305599,5565212,1447300,596664,-119.72446,50.20712
"4722","0062",11,309832,5543759,1454178,575905,-119.65452,50.01576
"4722","0063",11,322535,5605004,1459120,638277,-119.50615,50.56997
"4722","0064",11,317342,5557000,1459975,589981,-119.55613,50.13708
"4722","0066",11,299365,5578925,1439405,609494,-119.81899,50.32822
"4722","0068",11,318176,5557339,1460760,590422,-119.54463,50.14038
"4722","0075",10,728300,5562569,1442082,592200,-119.80277,50.17128
"4722","0076",11,306485,5564322,1448290,595891,-119.71161,50.19941
"4722","0079",10,724651,5592456,1437106,621899,-119.83601,50.44106
"4722","0080",10,721327,5573670,1434624,602980,-119.89379,50.27362
"4722","0086",10,713244,5582176,1426175,611120,-120.00226,50.35299
"4722","0101",11,312911,5579221,1452802,611480,-119.62903,50.33533
"4722","0102",11,299783,5562254,1441901,593003,-119.80431,50.17861
"4722","0105",11,305770,5576099,1446110,607489,-119.72765,50.30498
"4722","0121",11,318520,5543273,1462858,576508,-119.53315,50.0141
"4722","0128",11,298401,5576820,1438712,607285,-119.83139,50.30898
"4722","0130",11,301974,5534185,1447576,565427,-119.75915,49.92719
"4722","0131",11,318966,5539588,1463761,572908,-119.52519,49.98112
"4722","0132",11,299436,5545178,1443687,576016,-119.8002,50.02509
"4722","0133",11,307297,5549219,1450981,581006,-119.69261,50.06399
"4722","0134",11,306265,5546631,1450281,578310,-119.70571,50.04041
"4722","0135",11,300824,5545808,1444985,576814,-119.78118,50.03122
"4722","0136",11,304329,5563189,1446293,594498,-119.7412,50.18853
"4722","0137",11,302431,5561717,1444595,592800,-119.76699,50.17467
"4722","0138",11,308669,5556094,1451484,587999,-119.67691,50.1262
"4722","0139",11,307937,5555079,1450885,586901,-119.68662,50.11685
"4722","0140",11,295979,5574417,1436610,604598,-119.86407,50.28656
"4722","0141",11,307324,5564573,1449091,596245,-119.69999,50.20194
"4722","0142",11,292497,5584325,1431920,613996,-119.91833,50.37434
