target,units,n_train,oob_r2_full,oob_r2_clim,delta_r2,rmse_full
cms_agb16,Mg/ha,56829,0.574394518985666,0.546771917608414,0.0276226013772525,390.882642122385
cms_agbchg,Mg/ha 2005-2016,57108,0.512412544036717,0.495367105523701,0.0170454385130163,311.294409863982
