target,units,n_train,oob_r2_full,oob_r2_clim,delta_r2,rmse_full
gpp_obs,g C m-2 yr-1,57399,0.88553664410897,0.876408691630815,0.00912795247815446,1522.3224797472
ch_m,m,42010,0.480318617922179,0.453953477486891,0.0263651404352888,3.88876532046797
