mukey,ssurgo_si_ft,ssurgo_si_base,n_components,ssurgo_si_m
2888408,94.68,,3,28.858464
1414101,72.621359223301,,11,22.1349902912621
1151429,58.8775510204082,,5,17.9458775510204
1023383,85.25,,4,25.9842
1425213,73.9393939393939,,7,22.5367272727273
1454416,76.1333333333333,,3,23.20544
321807,74.1304347826087,,5,22.5949565217391
1421207,55.4251700680272,,6,16.8935918367347
320753,84.6534653465347,,5,25.8023762376238
3121721,80.5365853658537,,3,24.5475512195122
323386,68.1423611111111,,7,20.7697916666667
323986,73.5979381443299,,6,22.4326515463918
3102851,58.3333333333333,,1,17.78
2888282,85.9587628865979,,3,26.2002309278351
3260455,92.8974358974359,,3,28.3151384615385
1444897,81.2310344827586,,9,24.7592193103448
326991,95.4495412844037,,6,29.0930201834862
333557,83.5636363636364,,3,25.4701963636364
700468,80.9194630872483,,5,24.6642523489933
1444894,76.9152542372881,,6,23.4437694915254
1425005,84.8067632850242,,7,25.8491014492754
1413685,92.75,,2,28.2702
322079,80.2,,3,24.44496
324044,77.6229508196721,,6,23.6594754098361
2995056,86.2037037037037,,2,26.2748888888889
322722,73.5979381443299,,6,22.4326515463918
3236279,58.5164835164835,,5,17.8358241758242
3102914,65.0943396226415,,6,19.8407547169811
797433,84.5777777777778,,5,25.7793066666667
797449,77.0166666666667,,5,23.47468
320717,76.9191919191919,,5,23.4449696969697
1151440,64.65,,5,19.70532
1407287,64.1496598639456,,6,19.5528163265306
1416168,65.593220338983,,3,19.992813559322
1424953,82.4296296296296,,8,25.1245511111111
886583,76.7167381974249,,7,23.3832618025751
323400,76.4666666666667,,7,23.30704
2888324,89.2322404371585,,5,27.1979868852459
1151435,55.5958549222798,,6,16.9456165803109
1454460,76.7676767676768,,6,23.3987878787879
379682,91.9259259259259,,5,28.0190222222222
2398480,75.2051282051282,,4,22.9225230769231
1421122,78.7664233576642,,8,24.0080058394161
2686821,72.6237623762376,,3,22.1357227722772
2888406,91.9259259259259,,5,28.0190222222222
700491,81.4727272727273,,7,24.8328872727273
1529450,75.952380952381,,6,23.1502857142857
1473322,60.8490566037736,,3,18.5467924528302
1536528,91.9322033898305,,4,28.0209355932203
1725696,91.3,,4,27.82824
328206,86.1428571428571,,3,26.2563428571429
376920,100.888888888889,,2,30.7509333333333
575576,72,,1,21.9456
2888293,85,,2,25.908
1444694,73.5979381443299,,6,22.4326515463918
