mukey,ssurgo_si_ft,ssurgo_si_base,n_components,ssurgo_si_m
332744,85.8333333333333,,2,26.162
328751,76.6666666666667,,1,23.368
325145,77.7166666666667,,2,23.68804
575950,75,,1,22.86
1586099,84.4871794871795,,2,25.7516923076923
325440,82.3333333333333,,1,25.0952
577111,83.8205128205128,,2,25.5484923076923
1479357,87.4166666666667,,3,26.6446
328679,85.2702702702703,,2,25.9903783783784
575168,105,,1,32.004
1903049,75,,1,22.86
1894753,91,,1,27.7368
576206,65,,1,19.812
1725578,65.3835616438356,,2,19.9289095890411
1894786,91.1818181818182,,2,27.7922181818182
325165,80.75,,1,24.6126
762757,80,,1,24.384
336571,75.6666666666667,,1,23.0632
2995063,81.296875,,3,24.7792875
125351,79.4333333333333,,2,24.21128
332746,75.9047619047619,,2,23.1357714285714
1444725,95.0765306122449,,4,28.9793265306122
125356,83.3752181500873,,3,25.4127664921466
1017119,90,,1,27.432
575338,86.3333333333333,,1,26.3144
328660,81,,1,24.6888
575498,78.5,,1,23.9268
575681,75,,1,22.86
575637,80.3,,2,24.47544
332693,84.75,,1,25.8318
332180,80.2898550724638,,2,24.472347826087
374412,89,,2,27.1272
328749,76.6666666666667,,1,23.368
3260483,83.3333333333333,,1,25.4
567451,86,,1,26.2128
575533,77.3333333333333,,1,23.5712
2403474,80.5866666666667,,3,24.562816
330861,75,,1,22.86
328744,80.0892857142857,,2,24.4112142857143
1725545,81.5,,1,24.8412
334315,79.433962264151,,3,24.2114716981132
328778,90,,1,27.432
1894835,84.4935622317597,,3,25.7536377682403
374425,101.25,,1,30.861
329637,91.7821782178218,,3,27.9752079207921
329349,80,,1,24.384
325159,78,,1,23.7744
1425333,84.75,,4,25.8318
567813,84.1290322580645,,2,25.6425290322581
333661,76.6795865633075,,5,23.3719379844961
328874,88.75,,1,27.051
2994982,81.015625,,4,24.6935625
336588,81.6666666666667,,1,24.892
328972,75,,1,22.86
332738,79.5911111111111,,3,24.2593706666667
332684,83.3333333333333,,1,25.4
332933,83.3333333333333,,1,25.4
325110,75.5384615384615,,2,23.0241230769231
2642086,81.6906474820144,,3,24.899309352518
1586107,84.5,,2,25.7556
325478,90,,1,27.432
575221,83.4444444444445,,2,25.4338666666667
571068,89.7741935483871,,2,27.3631741935484
374441,87.5580110497238,,2,26.6876817679558
328869,77.5,,1,23.622
328731,91.5714285714286,,2,27.9109714285714
1586111,86.6666666666667,,1,26.416
575178,95,,1,28.956
575216,99.3333333333333,,1,30.2768
2403455,80,,1,24.384
332220,85.3448275862069,,2,26.0131034482759
323995,81.9,,3,24.96312
333651,76.8974358974359,,3,23.4383384615385
2642066,79.8214285714286,,2,24.3295714285714
325574,81.3333333333333,,1,24.7904
329327,77.6666666666667,,1,23.6728
575482,88.7333333333333,,3,27.04592
2642250,87.5974025974026,,3,26.6996883116883
365478,57.8260869565218,,2,17.6253913043478
2642164,88.2926829268293,,3,26.9116097560976
325473,78,,1,23.7744
2642211,86.241935483871,,4,26.2865419354839
2642078,87.3255813953488,,2,26.6168372093023
325143,89.4375,,2,27.26055
324033,86.1290322580645,,5,26.2521290322581
332680,80.3333333333333,,1,24.4856
577124,80,,1,24.384
332940,80.3061889250814,,5,24.4773263843648
823784,90.6666666666667,,4,27.6352
575674,75,,1,22.86
575963,85,,1,25.908
2995062,89.3918918918919,,4,27.2466486486487
332851,82.3677685950413,,4,25.1056958677686
329623,83.5419847328244,,3,25.4635969465649
1725606,105.230769230769,,2,32.0743384615385
2888427,93.6521739130435,,2,28.5451826086957
569959,76,,1,23.1648
329316,87,,1,26.5176
1487483,57.1282051282051,,2,17.4126769230769
334097,85.4354838709678,,3,26.040735483871
2642212,86.1290322580645,,5,26.2521290322581
332937,83.9952830188679,,3,25.601762264151
333113,93.3333333333333,,1,28.448
567421,99.9295774647887,,2,30.4585352112676
1725563,90,,1,27.432
332672,81.7991631799163,,2,24.9323849372385
1725711,97.0243902439024,,2,29.5730341463415
325147,75.5384615384615,,2,23.0241230769231
125357,83.3333333333333,,1,25.4
1903167,92.1578947368421,,2,28.0897263157895
1894802,84,,1,25.6032
1725726,92,,1,28.0416
577118,99.3333333333333,,1,30.2768
1894828,71.5,,1,21.7932
325174,81.3333333333333,,1,24.7904
576227,89,,1,27.1272
333620,80.4901960784314,,3,24.5334117647059
2995048,80,,1,24.384
1894760,80,,1,24.384
581581,83.3333333333333,,1,25.4
567814,83.1308724832215,,4,25.3382899328859
1444734,87.507614213198,,4,26.6723208121827
2403476,75,,1,22.86
1725559,83.5,,1,25.4508
571067,97.42071197411,,3,29.6938330097087
334299,81,,1,24.6888
125170,76.6666666666667,,1,23.368
334084,90.8005617977528,,3,27.6760112359551
1017148,79.5,,1,24.2316
567438,89.8983050847458,,2,27.4010033898305
1894767,78.5,,1,23.9268
575195,76.6666666666667,,1,23.368
325492,83.9130434782609,,2,25.5766956521739
325995,78,,1,23.7744
332226,83.8018292682927,,4,25.5427975609756
1894791,72,,1,21.9456
328107,86.8518518518519,,2,26.4724444444444
575666,79.5,,1,24.2316
575340,100,,1,30.48
1725567,80.5,,1,24.5364
325422,88,,1,26.8224
125336,87.4915254237288,,2,26.6674169491525
568141,90,,1,27.432
330846,78,,1,23.7744
328444,86,,1,26.2128
569968,86.6666666666667,,1,26.416
329819,76.6666666666667,,1,23.368
332151,94.0415704387991,,4,28.663870669746
568205,98.5714285714286,,1,30.0445714285714
1725536,84,,1,25.6032
576216,80.5,,1,24.5364
1479361,84.390243902439,,3,25.7221463414634
1725543,78,,1,23.7744
332228,77,,2,23.4696
125176,79.7741935483871,,2,24.3151741935484
575532,93.4,,1,28.46832
328764,85,,1,25.908
1894849,77.5,,1,23.622
1017123,90,,1,27.432
569987,76.3333333333333,,1,23.2664
762733,78.904958677686,,4,24.0502314049587
332154,76.8974358974359,,4,23.4383384615385
1600180,96.8965517241379,,2,29.5340689655172
326037,83.9130434782609,,2,25.5766956521739
568160,82.1818181818182,,2,25.0490181818182
326032,80.3333333333333,,1,24.4856
575655,75,,1,22.86
575545,83.3809523809524,,3,25.4145142857143
1724143,89.5,,1,27.2796
2995034,76.6666666666667,,1,23.368
2642151,77.5833333333333,,3,23.6474
324941,80.0740740740741,,2,24.4065777777778
328160,78,,2,23.7744
1479384,81.0487804878049,,4,24.7036682926829
329369,81.3333333333333,,1,24.7904
575191,78,,1,23.7744
328142,66.5,,1,20.2692
325224,81.3333333333333,,1,24.7904
2642124,96.3014827018122,,2,29.3526919275124
1894787,81.5,,1,24.8412
1479376,88.0909090909091,,2,26.8501090909091
2642116,79.7267759562842,,2,24.3007213114754
334082,82.0430107526882,,2,25.0067096774194
575534,86.25,,1,26.289
326035,80.75,,1,24.6126
333667,68.6458333333333,,2,20.92325
332219,89.6323529411765,,3,27.3199411764706
1894796,83.875,,2,25.5651
567455,77.436170212766,,3,23.6025446808511
331316,83.421052631579,,3,25.4267368421053
369215,75,,1,22.86
1894797,85,,1,25.908
324842,99.25,,1,30.2514
575502,89,,1,27.1272
575251,75,,1,22.86
575660,80,,1,24.384
575234,100.666666666667,,1,30.6832
567460,80.4301075268817,,2,24.5150967741936
330843,84.7790697674419,,2,25.8406604651163
336599,78.0666666666667,,2,23.79472
1903023,72.75,,1,22.1742
577123,80.3333333333333,,1,24.4856
2642138,83.3333333333333,,1,25.4
329370,77.6666666666667,,1,23.6728
333583,85,,1,25.908
323989,76.6666666666667,,1,23.368
328153,91.9318181818182,,2,28.0208181818182
328474,88.1338028169014,,4,26.8631830985916
1903020,73.1,,2,22.28088
575244,86,,1,26.2128
325113,85,,1,25.908
575951,90,,1,27.432
369243,84,,1,25.6032
600085,80.4166666666667,,3,24.511
374430,83.3913043478261,,2,25.4176695652174
1425336,86.0833333333333,,4,26.2382
2642109,75.0877192982456,,4,22.8867368421053
334095,80,,1,24.384
1903125,89,,1,27.1272
1894776,78,,1,23.7744
567443,80.752688172043,,2,24.6134193548387
575366,82,,1,24.9936
575183,89,,2,27.1272
571080,84.1666666666667,,1,25.654
325494,80.75,,1,24.6126
334127,81.2931034482759,,2,24.7781379310345
567420,98.3450704225352,,2,29.9755774647887
575190,77.5,,1,23.622
1017143,94.88,,3,28.919424
369210,80,,1,24.384
329816,78.3333333333333,,1,23.876
328223,87.7272727272727,,3,26.7392727272727
571079,78.25,,1,23.8506
2642135,73,,1,22.2504
571064,86.0567514677104,,3,26.2300978473581
1605089,70,,1,21.336
1725561,86.6666666666667,,1,26.416
569953,73.6666666666667,,1,22.4536
328638,75.25,,3,22.9362
576187,78.0789473684211,,2,23.7984631578947
575556,75.77,,3,23.094696
567816,84.1263940520446,,2,25.6417249070632
575647,93,,1,28.3464
328248,78,,1,23.7744
325453,81.3333333333333,,1,24.7904
2642076,87.6704545454546,,2,26.7219545454546
1725701,93.9411764705882,,2,28.6332705882353
1894792,65,,1,19.812
124934,81.3333333333333,,1,24.7904
374417,83.3333333333333,,2,25.4
599967,85,,1,25.908
575521,80,,1,24.384
575551,89.7735849056604,,3,27.3629886792453
577086,72,,1,21.9456
575730,77,,1,23.4696
333629,81,,1,24.6888
332861,82.7518796992481,,3,25.2227729323308
325500,85.6666666666667,,1,26.1112
1725570,76.3333333333333,,1,23.2664
575627,78.5,,1,23.9268
577125,77.5,,1,23.622
575519,80.5,,1,24.5364
325452,81.3333333333333,,1,24.7904
754251,88,,1,26.8224
1903113,86.6666666666667,,1,26.416
326030,78,,1,23.7744
577122,80.3333333333333,,1,24.4856
1479405,85.7142857142857,,3,26.1257142857143
1725548,98.06,,2,29.888688
2642084,81.25,,1,24.765
125335,81.3333333333333,,1,24.7904
328132,85.9056603773585,,2,26.1840452830189
575621,83,,1,25.2984
328773,82.3333333333333,,1,25.0952
1903126,75,,1,22.86
336581,88.3554913294798,,2,26.9307537572254
329619,76.6666666666667,,1,23.368
575182,91,,1,27.7368
328775,83.3333333333333,,1,25.4
575550,79,,1,24.0792
1725533,77.6666666666667,,1,23.6728
2686816,91.1812297734628,,2,27.7920388349515
607878,81,,1,24.6888
374458,81.5384615384615,,2,24.8529230769231
577105,84.5,,1,25.7556
577107,80.5,,1,24.5364
333126,83.8333333333333,,2,25.5524
324834,83.7142857142857,,2,25.5161142857143
328170,83.7241379310345,,2,25.5191172413793
374451,83.2608695652174,,2,25.3779130434783
1903130,74.5,,1,22.7076
324651,80.75,,1,24.6126
575172,85,,1,25.908
1894765,65,,1,19.812
125352,70,,1,21.336
393399,65,,1,19.812
324852,83.3895582329317,,3,25.4171373493976
325163,80.3333333333333,,1,24.4856
2994999,80,,1,24.384
1894794,82,,1,24.9936
567446,83.3333333333333,,1,25.4
575207,80.5,,1,24.5364
336586,86,,1,26.2128
325180,87.3333333333333,,1,26.6192
569988,74.5,,1,22.7076
325573,81.3333333333333,,1,24.7904
370289,90,,1,27.432
325164,82.3333333333333,,1,25.0952
374449,71.0769230769231,,2,21.6642461538462
1894822,100,,1,30.48
325178,77.6666666666667,,1,23.6728
369201,95,,1,28.956
1479383,80.5,,1,24.5364
1894772,79.5,,1,24.2316
575968,89.010989010989,,2,27.1305494505495
329368,81.3333333333333,,1,24.7904
567811,80.2898550724638,,2,24.472347826087
1017131,93,,1,28.3464
577093,84,,1,25.6032
568191,78.25,,1,23.8506
325176,78.3333333333333,,1,23.876
575242,72,,1,21.9456
325575,81.3333333333333,,1,24.7904
325166,80.75,,1,24.6126
369229,73.3333333333333,,1,22.352
336600,78.0666666666667,,2,23.79472
575367,75,,1,22.86
332119,75,,1,22.86
1605088,70,,1,21.336
328666,83.5,,1,25.4508
1527461,93,,1,28.3464
575215,99.3333333333333,,1,30.2768
336567,81.3333333333333,,1,24.7904
329634,81,,1,24.6888
2642115,84.2028985507247,,2,25.6650434782609
575499,78.5,,1,23.9268
324662,91.6666666666667,,1,27.94
2642107,86.6666666666667,,1,26.416
332240,87.5,,1,26.67
325498,92,,1,28.0416
326041,81.3333333333333,,1,24.7904
1903094,73.6666666666667,,1,22.4536
1725546,93,,1,28.3464
2642048,78.3333333333333,,1,23.876
328661,81.6666666666667,,1,24.892
1724150,86,,1,26.2128
370304,71,,1,21.6408
1903041,83.3333333333333,,1,25.4
567456,93.3333333333333,,1,28.448
1903088,75,,1,22.86
567441,80.3333333333333,,1,24.4856
325417,81.3333333333333,,1,24.7904
577087,72,,1,21.9456
2686811,76.6666666666667,,1,23.368
1894803,95,,1,28.956
575632,71.5,,1,21.7932
325455,87.3333333333333,,1,26.6192
577108,83.5,,1,25.4508
125161,81.3333333333333,,1,24.7904
333598,93.3333333333333,,1,28.448
325451,81.3333333333333,,1,24.7904
3009457,101.25,,1,30.861
1725553,96,,1,29.2608
329795,78,,1,23.7744
577104,107,,1,32.6136
577090,80.5,,1,24.5364
2403478,81.6666666666667,,1,24.892
324645,73,,1,22.2504
575238,80.5,,1,24.5364
575241,72,,1,21.9456
330491,105,,1,32.004
329084,64.984756097561,,3,19.8073536585366
332001,99.25,,1,30.2514
567917,102.348284960422,,3,31.1957572559367
575337,86.3333333333333,,1,26.3144
334056,76.9641025641026,,4,23.4586584615385
1724572,83,,1,25.2984
330222,99,,1,30.1752
333851,97.4225352112676,,4,29.6943887323944
2403465,76.2217194570136,,4,23.2323800904977
1903108,85,,1,25.908
332992,96.3802435723951,,3,29.376698240866
2455423,75.4411764705882,,2,22.9944705882353
567601,89.7741935483871,,2,27.3631741935484
3009431,84.0869565217391,,2,25.6297043478261
330950,83.3333333333333,,1,25.4
1724586,84.3333333333333,,1,25.7048
330200,75,,2,22.86
132443,88.1702127659574,,2,26.8742808510638
331994,67.3333333333333,,2,20.5232
332017,76.9641025641026,,4,23.4586584615385
2695040,81.3333333333333,,2,24.7904
330506,92.0731707317073,,3,28.0639024390244
331010,97.6,,1,29.74848
325809,68,,1,20.7264
330455,77.8770949720671,,2,23.736938547486
126165,65,,1,19.812
2795811,81.6086956521739,,3,24.8743304347826
567913,86.9247311827957,,6,26.4946580645161
334062,83.5636363636364,,3,25.4701963636364
3272036,74.9122807017544,,4,22.8332631578947
1903050,84.5,,2,25.7556
329095,44.6774193548387,,3,13.6176774193548
334049,85.7894736842105,,4,26.1486315789474
331636,75.3381642512077,,4,22.9630724637681
329037,79.4935897435897,,4,24.2296461538462
1600164,83.3498349834984,,6,25.4050297029703
568703,86.8783783783784,,2,26.4805297297297
600072,82.1649484536083,,3,25.0438762886598
575765,82,,1,24.9936
330850,86.3821138211382,,3,26.3292682926829
2607244,87.2874251497006,,3,26.6052071856287
138279,86.9479166666667,,4,26.501725
329668,84.5378151260504,,2,25.7671260504202
332884,94.3342776203966,,4,28.7530878186969
326271,81,,1,24.6888
375404,92.4074074074074,,2,28.1657777777778
1903091,72.75,,1,22.1742
325610,92,,1,28.0416
326255,66,,1,20.1168
567922,97.6054421768708,,4,29.7501387755102
330895,99.4148244473342,,3,30.3016384915475
332909,78.311004784689,,5,23.8691942583732
334048,85.8447098976109,,4,26.1654675767918
333981,82.2647058823529,,4,25.0742823529412
325758,91.8701298701299,,5,28.0020155844156
132444,68.0357142857143,,2,20.7372857142857
2514926,96.9230769230769,,2,29.5421538461539
2425387,73.8947368421053,,3,22.5231157894737
333864,99.1090909090909,,4,30.2084509090909
332870,67.4285714285714,,4,20.5522285714286
329789,77.2695035460993,,3,23.5517446808511
328406,86.123595505618,,4,26.2504719101124
3260480,78.7169811320755,,5,23.9929358490566
333350,77.3333333333333,,1,23.5712
333320,96.5620437956204,,2,29.4321109489051
125149,78,,1,23.7744
328794,82,,1,24.9936
329729,96.25,,3,29.337
2455419,91.8701298701299,,5,28.0020155844156
332898,90.6222222222222,,4,27.6216533333333
132557,85,,4,25.908
1603551,92.0561797752809,,5,28.0587235955056
329655,84.5835616438356,,3,25.7810695890411
2431362,80.7336683417085,,4,24.6076221105528
328237,76.6666666666667,,2,23.368
568207,105,,2,32.004
2520329,91.6441717791411,,2,27.9331435582822
575773,92.8782051282051,,4,28.3092769230769
328238,85,,1,25.908
1725309,79.1538461538462,,2,24.1260923076923
331001,65.0877192982456,,2,19.8387368421053
570957,66.6666666666667,,1,20.32
1605099,73.8947368421053,,3,22.5231157894737
3260481,78.7169811320755,,5,23.9929358490566
2520330,91.6441717791411,,2,27.9331435582822
325887,75.6666666666667,,1,23.0632
567699,83.1308724832215,,4,25.3382899328859
575115,73.3333333333333,,1,22.352
333389,78.494623655914,,2,23.9251612903226
333313,75.3985507246377,,2,22.9814782608696
328570,96.25,,3,29.337
567606,92.231746031746,,6,28.1122361904762
373048,83.25,,2,25.3746
331335,84.7260273972603,,2,25.8244931506849
333327,93.3333333333333,,1,28.448
330499,82.7941176470588,,4,25.2356470588235
1903027,73.3333333333333,,1,22.352
2431348,85.0833333333333,,3,25.9334
1725982,74.5,,1,22.7076
1725956,93,,1,28.3464
2455444,78,,1,23.7744
331191,93.5593220338983,,2,28.5168813559322
126196,76.6666666666667,,1,23.368
333985,78.7257731958763,,5,23.9956156701031
331304,78.4555984555985,,3,23.9132664092664
1714778,88.75,,1,27.051
3116408,87.5333333333333,,2,26.68016
330194,81.125,,2,24.7269
1720681,84.3410138248848,,2,25.7071410138249
575320,62.8837209302326,,2,19.1669581395349
330877,75.7303370786517,,3,23.082606741573
132538,82.4047619047619,,4,25.1169714285714
332640,76.8974358974359,,3,23.4383384615385
331968,93.9393939393939,,2,28.6327272727273
328423,96.5333333333333,,3,29.42336
568692,63.8028169014085,,2,19.4470985915493
567931,83.0983050847458,,4,25.3283633898305
568224,87.2210743801653,,5,26.5849834710744
331317,83.375796178344,,3,25.4129426751592
126567,78,,1,23.7744
330901,76.6292134831461,,5,23.3565842696629
1903112,87.2702702702703,,3,26.5999783783784
2695043,81.3333333333333,,2,24.7904
567685,85.4032258064516,,7,26.0309032258065
331362,77.6300578034682,,3,23.6616416184971
567910,87.2210743801653,,5,26.5849834710744
334070,75.6341463414634,,4,23.0532878048781
328733,81.9507575757576,,3,24.9785909090909
1725977,79.5,,1,24.2316
331357,86.7631578947368,,2,26.4454105263158
333978,90.6222222222222,,4,27.6216533333333
331979,79.1219512195122,,4,24.1163707317073
330224,77.5714285714286,,2,23.6437714285714
2693462,95.85,,3,29.21508
325184,81.7481481481481,,3,24.9168355555556
575154,73.3333333333333,,1,22.352
331354,83.3173076923077,,3,25.3951153846154
3116207,75.5645161290323,,4,23.032064516129
747944,73,,2,22.2504
329695,84.2139303482587,,2,25.6684059701493
331482,87.5426136363637,,2,26.6829886363636
333863,78.7257731958763,,5,23.9956156701031
332893,76.9641025641026,,4,23.4586584615385
333875,77.5870646766169,,3,23.6485373134328
2642092,92.6190476190476,,4,28.2302857142857
373080,74.5555555555556,,2,22.7245333333333
326251,78,,1,23.7744
331326,76.0055865921788,,2,23.1665027932961
567710,63.8032786885246,,2,19.4472393442623
747916,78.5,,1,23.9268
331252,75,,1,22.86
326009,80.75,,1,24.6126
567447,83.3333333333333,,1,25.4
575710,91.9733333333333,,2,28.033472
332935,93.5629139072848,,5,28.5179761589404
126531,79.6666666666667,,1,24.2824
330581,93.7808219178082,,2,28.584394520548
575770,82.9285714285714,,2,25.2766285714286
567609,63.8028169014085,,2,19.4470985915493
332165,85.3595041322314,,5,26.0175768595041
330596,78.3333333333333,,4,23.876
568798,87.2210743801653,,5,26.5849834710744
3009440,92.8782051282051,,4,28.3092769230769
581281,76,,1,23.1648
2514905,105,,1,32.004
575740,78.5,,1,23.9268
330212,75.25,,1,22.9362
600107,92.6190476190476,,4,28.2302857142857
325771,75.6666666666667,,1,23.0632
3116213,75.9230769230769,,5,23.1413538461538
747849,79.3571428571429,,2,24.1880571428571
328244,82.2794117647059,,2,25.0787647058824
567909,87.8836633663366,,6,26.7869405940594
125802,60,,1,18.288
367619,73.3333333333333,,1,22.352
567673,102.707547169811,,2,31.3052603773585
328271,81.3333333333333,,2,24.7904
332651,78.2193548387097,,6,23.8412593548387
132436,85.1020408163265,,2,25.9391020408163
331991,79.1923076923077,,3,24.1378153846154
329056,80.0932400932401,,2,24.4124195804196
2425421,78,,1,23.7744
126521,66.6666666666667,,1,20.32
578252,86,,1,26.2128
325993,66,,1,20.1168
567679,89.8793969849246,,4,27.395240201005
333970,81.7712177121771,,3,24.9238671586716
332052,85.2063492063492,,6,25.9708952380952
328084,78.2142857142857,,4,23.8397142857143
567584,81.5301724137931,,2,24.8503965517241
567675,91.5555555555556,,3,27.9061333333333
581266,78,,1,23.7744
332802,78.7111111111111,,4,23.9911466666667
1724573,83,,1,25.2984
329102,82.9256965944273,,4,25.2757523219814
375420,57.3913043478261,,2,17.4928695652174
373043,79.1818181818182,,2,24.1346181818182
330453,86.25,,1,26.289
334774,76,,1,23.1648
328641,96.4589235127479,,6,29.4006798866856
332965,76.8974358974359,,3,23.4383384615385
568080,83.5228215767635,,3,25.4577560165975
567605,92.231746031746,,6,28.1122361904762
2403469,80,,2,24.384
331672,74.6022727272727,,4,22.7387727272727
1724580,94,,1,28.6512
568686,106.239130434783,,2,32.3816869565217
2805718,85.1025641025641,,3,25.9392615384615
331986,81.6753246753247,,5,24.894638961039
567703,85.555223880597,,7,26.077232238806
330225,77.7575757575758,,2,23.7005090909091
325404,93.2258064516129,,2,28.4152258064516
2607237,92.8782051282051,,4,28.3092769230769
332030,85.4371134020619,,5,26.0412321649485
575343,78.5,,1,23.9268
332018,76.8974358974359,,3,23.4383384615385
568087,89.7741935483871,,2,27.3631741935484
2514913,78,,1,23.7744
3009446,94.5652173913044,,4,28.8234782608696
328265,70,,1,21.336
332650,77.3833333333333,,3,23.58644
325190,79.6666666666667,,1,24.2824
576156,77.3333333333333,,1,23.5712
332911,78.311004784689,,5,23.8691942583732
331660,85.1302083333333,,3,25.9476875
328073,85.3041825095057,,2,26.0007148288973
331980,86.2948717948718,,6,26.3026769230769
332931,79.8769230769231,,5,24.3464861538462
331247,91.4912280701754,,4,27.8865263157895
328448,60.9821428571429,,3,18.5873571428571
326204,76.7878787878788,,3,23.4049454545455
132543,73.5,,1,22.4028
333977,90.0425531914894,,3,27.444970212766
333352,77.6811594202899,,2,23.6772173913044
575688,91.6145251396648,,2,27.9241072625698
331229,40,,2,12.192
331351,83.3333333333333,,1,25.4
330985,57.0915032679739,,4,17.4014901960784
577256,93.2272727272727,,4,28.4156727272727
576061,77.3333333333333,,1,23.5712
2520318,98.0188679245283,,2,29.8761509433962
567911,87.3223140495868,,6,26.6158413223141
325992,88.3554913294798,,2,26.9307537572254
334071,85.2751091703057,,2,25.9918532751092
332892,76.9641025641026,,4,23.4586584615385
2431374,96.3802435723951,,3,29.376698240866
328421,84.8344370860927,,5,25.8575364238411
2455424,75.6666666666667,,2,23.0632
2695042,81.3333333333333,,2,24.7904
2805709,92.1578947368421,,2,28.0897263157895
3431675,57.3571428571429,,2,17.4824571428571
132571,82.0665280665281,,4,25.0138777546778
325896,78,,1,23.7744
570353,78.8571428571429,,3,24.0356571428572
567934,103.547687861272,,5,31.5613352601156
575791,78.3,,3,23.86584
578248,82,,1,24.9936
331470,84.9171270718232,,2,25.8827403314917
2795808,88.76,,2,27.054048
328255,77.3214285714286,,2,23.5675714285714
567926,97.4225352112676,,4,29.6943887323944
2514609,76.6666666666667,,1,23.368
132547,76.8205128205128,,3,23.4148923076923
568220,98.6024096385542,,2,30.0540144578313
329078,77.1785714285714,,4,23.5240285714286
2431364,78.1269841269841,,4,23.8131047619048
1725959,88.2920353982301,,4,26.9114123893805
331306,90.1219512195122,,2,27.4691707317073
325810,68,,1,20.7264
328461,83.4169884169884,,2,25.4254980694981
329281,81.4204545454546,,2,24.8169545454546
132567,90.6493506493507,,2,27.6299220779221
570971,70,,1,21.336
1725316,70,,1,21.336
567594,90.0742574257426,,3,27.4546336633663
331239,79.6739130434783,,3,24.2846086956522
130090,80.5,,1,24.5364
330502,76.4804469273743,,3,23.3112402234637
2431377,85.8447098976109,,4,26.1654675767918
1724539,76,,1,23.1648
331314,84.0401146131805,,2,25.6154269340974
2514939,79.6739130434783,,3,24.2846086956522
1903121,75.5882352941177,,2,23.0392941176471
3272038,81.9701492537314,,4,24.9845014925373
808559,97.9787234042553,,4,29.863914893617
328601,79.8214285714286,,2,24.3295714285714
326199,84.3880597014925,,3,25.7214805970149
2695044,81.3333333333333,,2,24.7904
1605077,75.6666666666667,,1,23.0632
575345,78.5,,1,23.9268
1720685,84,,1,25.6032
332070,67.1794871794872,,2,20.4763076923077
331643,80.1988636363637,,2,24.4446136363636
332800,78.311004784689,,5,23.8691942583732
334040,89.5923261390887,,4,27.3077410071942
3116397,75.8461538461538,,6,23.1179076923077
332939,80.2898550724638,,2,24.472347826087
328608,90.71072319202,,3,27.6486284289277
1722422,79.915611814346,,3,24.3582784810127
3116418,85.2702702702703,,2,25.9903783783784
329277,100.43,,4,30.611064
132529,92.6534653465347,,5,28.2407762376238
328455,86.087962962963,,3,26.2396111111111
576470,85.3333333333333,,2,26.0096
367641,78,,1,23.7744
567689,83.5228215767635,,3,25.4577560165975
575705,82,,1,24.9936
326239,79.3333333333333,,1,24.1808
328231,82.1527777777778,,2,25.0401666666667
332011,97.3529411764706,,3,29.6731764705882
3116212,82.0615384615385,,6,25.0123569230769
1724588,85,,1,25.908
1605090,78,,1,23.7744
333328,93.3333333333333,,1,28.448
332727,77.8896321070234,,4,23.7407598662207
2403456,75.6341463414634,,4,23.0532878048781
2693468,97.2358974358974,,4,29.6375015384615
2681431,98.0188679245283,,2,29.8761509433962
332624,81.9178082191781,,3,24.9685479452055
326260,91.8701298701299,,5,28.0020155844156
330206,83.4,,2,25.42032
569322,97.5,,2,29.718
331012,40,,1,12.192
2693469,106.393442622951,,2,32.4287213114754
1725276,88.5090909090909,,2,26.9775709090909
331653,83.8586956521739,,2,25.5601304347826
330465,63.4042553191489,,2,19.3256170212766
331473,71.5104166666667,,2,21.796375
328075,87.5145348837209,,3,26.6744302325581
332789,78.5084745762712,,3,23.9293830508475
331644,85.0724637681159,,2,25.9300869565217
332901,78,,1,23.7744
567414,88.5,,3,26.9748
581293,75.6666666666667,,2,23.0632
326281,68,,1,20.7264
329090,86.25,,1,26.289
132432,90,,1,27.432
568708,92.231746031746,,6,28.1122361904762
568200,81.3333333333333,,2,24.7904
332795,76.0612244897959,,4,23.1834612244898
1903103,90.029776674938,,4,27.4410759305211
808558,92.9461756373938,,4,28.3299943342776
334769,75.6666666666667,,1,23.0632
334068,78.2193548387097,,6,23.8412593548387
330454,87.4147727272727,,2,26.6440227272727
333983,80.3061889250814,,5,24.4773263843648
581269,80.75,,1,24.6126
2695039,81.3333333333333,,2,24.7904
3121695,95.6701030927835,,3,29.1602474226804
567672,104.047619047619,,4,31.7137142857143
126195,76.6666666666667,,1,23.368
3116206,79.2592592592593,,6,24.1582222222222
333272,77.1898734177215,,3,23.5274734177215
332013,78.3333333333333,,1,23.876
325782,71.6666666666667,,1,21.844
567607,101.847133757962,,3,31.0430063694268
332646,80.3061889250814,,5,24.4773263843648
1711102,85.5501618122977,,2,26.0756893203884
600062,73.6521739130435,,3,22.4491826086957
2514904,105,,1,32.004
333971,81.7712177121771,,3,24.9238671586716
2607234,84.0869565217391,,2,25.6297043478261
333385,75.5913978494624,,2,23.0402580645161
329232,85.9254385964912,,2,26.1900736842105
325796,81,,1,24.6888
331666,95.6701030927835,,3,29.1602474226804
1701103,75.5319865319865,,4,23.0221494949495
332801,78.311004784689,,5,23.8691942583732
334067,77.3833333333333,,3,23.58644
576069,80.1764705882353,,2,24.4377882352941
329082,107,,1,32.6136
333329,86.6666666666667,,1,26.416
332628,95.5714285714286,,3,29.1301714285714
328228,73.1707317073171,,2,22.3024390243902
567697,97.4225352112676,,4,29.6943887323944
330467,94.0666666666667,,2,28.67152
326243,81.3333333333333,,1,24.7904
1725283,84.3333333333333,,1,25.7048
575756,83,,1,25.2984
575163,101.25,,1,30.861
