plot_key,SI_gada_plot,SI_gada_n,n_species
48.0476_-118.0913,23.2225445044576,12,1
43.1683_-110.8962,17.2178130810381,2,1
44.2241_-122.7809,31.4153675113326,20,1
42.426_-122.1007,27.0824558711566,9,1
46.6809_-116.2169,32.827065713445,5,1
45.8868_-121.2209,30.8097318221856,5,1
46.0925_-115.199,15.0044790729096,2,1
47.6719_-116.0152,32.5083331583459,2,1
47.1834_-123.1716,38.3980721656743,20,1
40.7859_-123.8932,31.9919310606874,3,1
40.8073_-123.593,25.5315277142841,6,1
38.9858_-105.1123,11.2715119776436,2,1
46.9015_-112.445,17.120280059554,6,1
38.7125_-105.1666,9.51760149641305,4,2
42.2501_-124.2589,28.732678392163,20,1
43.1297_-110.6291,4.24112617151909,2,1
39.4385_-123.124,31.5557836133917,21,1
41.1036_-123.7926,24.7785175762256,4,1
43.0377_-110.878,18.2654313728651,4,1
48.3065_-121.4995,37.6047839383969,7,1
45.442_-114.5792,13.4549653997027,3,1
43.0395_-124.2549,27.8935172467155,15,1
46.1464_-122.7154,32.3316715126516,10,1
40.9752_-105.66,13.4162257790471,12,1
43.8714_-123.2,38.5438200531427,10,1
44.5923_-114.7342,14.5387800425305,10,1
40.7303_-109.295,11.643824140679,5,1
44.1225_-123.4388,34.9398867189916,20,1
47.3466_-112.655,13.0698823788013,4,1
46.8827_-114.9811,19.2892478851063,2,1
47.0634_-112.4816,11.0377801934255,3,1
46.4977_-112.3686,12.4156312842637,4,1
42.5249_-123.8989,25.851472824787,6,1
38.7831_-123.4754,25.3324074441243,14,1
46.0469_-114.9963,28.2574913408592,2,1
47.0947_-113.2072,15.6533141649941,4,1
46.855_-116.1431,26.3373434293737,2,1
46.1404_-112.1044,15.1339661984071,5,1
44.56_-118.5546,20.7808840322831,3,1
46.008_-112.0286,10.535146397785,6,1
42.7424_-123.1299,23.1953068470835,6,1
43.7255_-122.7504,30.7101953106807,16,1
42.8006_-122.6456,23.7921704843597,5,1
47.4254_-123.4357,33.3078266149464,15,1
47.5399_-115.9367,26.1344482034737,2,1
37.1785_-106.2972,15.1949601475192,4,2
44.2486_-115.6788,18.050372994374,5,1
40.5804_-105.56,9.82835937771756,9,2
43.9318_-115.6201,16.9332076141745,4,1
44.3285_-120.5288,15.6830583417963,7,1
44.0284_-122.4842,24.1795299401521,6,1
37.2817_-105.3466,14.4875389157371,4,1
43.8451_-115.6377,25.8137255248471,9,1
41.9325_-123.5604,17.2887902685366,8,1
46.3599_-121.6073,27.9274094930236,6,1
41.6399_-123.7326,40.182565922485,6,1
48.5054_-121.3544,32.8275868689796,8,1
43.7035_-115.6985,23.2383232370187,4,1
46.1663_-122.3257,23.5435533850108,6,1
45.5899_-115.2054,27.3237300939903,4,1
45.5136_-110.6815,13.2173522413789,5,1
42.7987_-123.0636,27.7043296402739,10,1
47.4142_-121.1488,21.0494829359747,5,1
47.4059_-116.0547,27.2232950893473,1,1
47.405_-116.533,22.7699104893423,9,1
46.8093_-115.1634,16.9413470678087,3,1
45.5997_-123.5235,33.378135081547,11,1
42.3285_-123.6052,28.3077546517634,10,1
46.0046_-122.5721,37.8446447933954,13,1
42.06_-122.9325,29.5317365031752,16,1
35.6474_-105.3315,18.1762591574439,4,1
48.53_-116.9523,29.8286767700251,4,1
38.7163_-104.8803,14.5711505554419,6,1
48.2874_-115.1856,10.4677246800273,2,1
43.9067_-122.8539,38.7242864791998,10,1
48.3581_-120.8075,28.8920232904687,2,1
48.5047_-118.6249,13.3020384830386,6,1
47.35_-116.1483,23.0350691364273,2,1
48.6663_-117.147,21.4279171788278,10,1
48.0304_-116.1927,25.0369728450953,2,1
45.5819_-118.0151,23.5940837044692,6,1
38.1329_-111.3409,14.046344892464,8,2
41.255_-123.2019,14.6997487540659,8,1
44.5968_-122.071,22.0216265182208,6,1
47.8947_-115.8613,20.6622997344748,2,1
43.776_-122.8797,33.9528492650609,22,1
47.7118_-115.6085,23.797157173694,3,1
48.0842_-116.7292,18.3197182479759,5,1
36.0425_-106.7645,20.0970202114958,3,2
37.2211_-106.5197,6.98031394728544,1,1
48.1057_-121.3848,40.2428341034607,8,1
41.1434_-123.5213,21.9821679995809,4,1
43.4291_-122.8146,27.798292207291,18,1
44.4562_-118.458,15.7282317466968,2,1
48.029_-115.7248,25.4703101050162,2,1
46.6811_-110.5448,13.0475627516446,7,1
37.6909_-106.7141,11.2265935436344,7,2
42.5004_-123.727,27.6952763757948,1,1
42.8274_-122.4577,30.4498890373912,10,1
44.575_-118.8282,19.6995430156242,9,1
45.4803_-113.82,15.6677232820016,10,1
44.6711_-113.7803,13.1584496150855,5,1
44.4443_-122.3454,27.2872355309794,22,1
48.0929_-117.2044,18.8169802469906,8,1
46.1475_-123.4977,34.4990320133578,10,1
42.4522_-124.2256,33.0370671440548,19,1
36.0091_-106.3316,16.3779556254987,3,2
46.8887_-114.5733,16.4040916184746,3,1
34.0183_-109.5765,15.7487895347156,3,2
45.0352_-121.9904,30.7729373454287,12,1
44.5666_-115.665,20.9390827911784,4,1
45.1882_-118.178,21.2263853255266,6,1
39.8751_-121.361,29.3644436024152,11,1
47.1804_-123.447,33.2233611599311,13,1
43.7542_-115.6323,12.4459693268937,5,1
46.7192_-109.4967,17.9084330680125,4,1
45.7743_-117.1203,21.7404715439698,6,1
39.3603_-123.5585,26.2522696596023,10,1
44.5559_-119.2098,19.6505065546382,9,1
50.4973_-125.345,33.9570428165091,5,1
44.0213_-123.7096,39.8559239867686,22,1
42.3613_-110.8234,13.8653486197177,3,2
44.1007_-122.0415,20.9686947665005,12,1
45.3532_-122.1891,41.8532190798275,10,1
44.9221_-118.39,24.6853400194556,1,1
45.9984_-123.4244,50.6572420417519,25,1
40.2734_-121.6793,28.5620740697932,5,1
46.7061_-114.5105,16.9719791189765,4,1
38.8968_-104.9474,10.1628808809939,10,1
35.9889_-106.7712,15.6007012814031,4,2
38.6149_-106.496,12.4919786145155,3,2
42.1044_-124.0902,31.0283309023009,10,1
48.6257_-120.2848,17.7133081347085,6,1
47.9234_-113.2778,12.006139989331,1,1
46.8158_-122.1791,35.9179313283775,8,1
42.3133_-110.6998,16.975775061946,2,1
41.191_-105.3624,14.082738586488,2,1
40.0871_-120.7003,15.1397097442858,4,1
43.9046_-123.8503,31.0135244086305,11,1
46.2483_-122.0793,22.8166798057002,3,1
47.0701_-113.0455,14.8703689706857,5,1
42.7511_-122.2223,22.2729236721304,5,1
47.5403_-110.6009,9.59818115309977,5,1
47.1808_-121.5002,27.2754887971659,6,1
47.3627_-121.1894,26.5589706807832,12,1
38.6187_-123.272,45.5592952317109,4,1
45.2134_-122.1584,34.2486880026415,8,1
45.6989_-123.5935,29.5702260942001,28,1
47.961_-114.384,19.3743029458365,6,1
42.2298_-110.8008,14.7314323777436,4,2
44.1775_-122.4252,41.9043941744474,10,1
43.7336_-122.3136,46.7394964503935,8,1
44.6902_-122.03,18.8094537898639,10,1
43.197_-124.1202,31.3558054057551,16,1
45.9696_-113.9731,16.2208712814746,6,1
45.4314_-122.1241,51.5608475433792,10,1
45.6503_-116.6137,12.3749899794417,5,1
40.8471_-123.2573,18.181125259029,6,1
43.9847_-122.5161,29.1232089257445,20,1
44.2944_-115.6175,15.989743305618,5,1
42.6502_-123.7738,26.5619171114454,2,1
42.6931_-123.4566,28.6528809928395,11,1
45.0886_-117.6781,26.3006854812042,6,1
45.8652_-114.9526,18.3445428215678,4,1
50.1108_-120.0908,16.6096375227993,7,1
47.352_-122.6139,48.0448304017041,7,1
44.1323_-123.9223,33.293838431168,10,1
42.8877_-123.2506,34.6632179224967,20,1
45.8201_-115.7588,19.3840598269722,1,1
45.9963_-121.6533,17.2138695346873,8,1
42.2538_-123.8238,21.1383094282419,2,1
46.6492_-114.1266,18.348890191196,4,1
48.6294_-120.3628,25.5597174222151,6,1
33.7313_-109.2132,16.1599446509048,3,1
48.711_-123.0334,30.4582844210755,7,1
48.1507_-117.8423,15.3300898596901,3,1
47.5288_-115.6016,21.0044340864943,4,1
38.9404_-111.3487,6.08661179219368,1,1
45.1697_-116.8718,24.4972629031269,5,1
43.5255_-115.3922,19.3986106443554,4,1
44.052_-122.5224,34.972795937439,15,1
39.1406_-123.6333,23.7155202466351,19,1
44.0742_-122.2109,31.4871347445311,8,1
51.0075_-120.3487,13.7019486396153,9,1
49.8469_-119.727,14.5609487660893,3,1
45.8196_-114.922,13.8908055782588,2,1
48.589_-114.6406,17.2223500625656,4,1
45.0125_-122.0958,32.9600779999735,6,1
48.7182_-119.7977,17.2953993278992,11,1
47.13_-121.8481,32.1398335915936,10,1
53.2877_-122.8254,27.3271993997994,4,1
46.3413_-122.7108,17.7769672345496,2,1
45.7714_-115.8409,20.0960384276559,1,1
43.3832_-111.3337,18.1556269591576,6,1
40.9005_-122.4412,23.8002323460225,24,1
45.0451_-123.1752,28.5878978448518,24,1
35.7416_-106.5565,17.8000120443987,3,2
45.8183_-122.3259,27.3588301742988,10,1
39.4775_-105.4053,12.1710480233925,8,1
46.8837_-115.0396,21.3942629827539,4,1
36.5882_-106.2829,14.5848899367386,4,1
43.7496_-124.1286,33.084349464312,4,1
46.3879_-123.0981,29.1570102760442,9,1
48.6014_-118.8265,22.7853009723866,9,1
44.1229_-122.1753,38.237707028839,6,1
48.6247_-118.5136,16.4157994666066,6,1
45.7418_-116.1603,16.2986097992324,3,1
43.9074_-119.5225,21.3009331921705,6,1
43.2645_-122.2591,22.6093401001477,6,1
42.2707_-124.2601,35.2706718039818,6,1
44.4662_-121.5442,23.2934707404958,3,1
47.0874_-111.7972,13.7167949877778,2,1
43.6326_-123.6313,30.7278794081341,11,1
50.018_-120.7477,16.1085334568078,5,1
46.5349_-123.3071,36.9166369748661,14,1
39.1151_-105.5106,11.1354150693899,4,1
40.7947_-121.9091,20.3039024771271,1,1
45.0086_-119.4554,20.2067187537455,9,1
46.7635_-122.109,42.6552991655388,18,1
42.1611_-122.7312,24.9349459481541,5,1
39.9495_-122.9017,29.1657895669597,3,1
44.6324_-114.3006,15.1389880339295,4,1
44.8849_-110.2929,15.3285523606924,2,1
48.4783_-115.7878,23.203490290553,5,1
44.3309_-118.6245,17.6639282181939,3,1
46.3543_-123.449,38.6925293806053,9,1
42.0332_-123.8633,11.1320421018997,2,1
45.3054_-122.686,22.2931175266767,1,1
40.6518_-123.1426,32.4595923792435,10,1
43.3763_-123.3607,30.0610987937793,7,1
40.9465_-123.339,24.5173596962902,6,1
38.9389_-105.4628,9.97799852766253,6,2
44.25_-123.8586,56.8089213579021,6,1
47.5315_-115.2683,18.7539994595478,4,1
48.3951_-118.2156,31.9363985473916,9,1
47.5054_-115.6426,27.7852498940825,5,1
48.3451_-115.6471,14.7379360170783,4,1
48.8512_-122.2402,29.2276132045806,14,1
47.7837_-120.9237,23.0974228421122,3,1
40.8059_-123.2596,30.268531121028,6,1
44.0237_-123.987,25.868672117283,16,1
47.442_-115.4735,26.5599534165411,6,1
46.49_-115.2399,16.735156546792,3,1
48.0312_-116.7286,19.9781011315526,4,1
38.8351_-123.5243,27.775463247849,5,1
43.2231_-110.5095,16.2790656557092,2,1
46.175_-114.925,22.4973373902733,4,1
42.4972_-105.9793,16.3724431869859,2,1
44.8352_-109.6635,14.1921209393563,2,1
48.6646_-118.3533,24.7526034117874,6,1
48.922_-117.5144,24.830271077581,6,1
48.1026_-117.9426,18.8923226172276,13,1
40.3062_-123.5221,35.7656074550174,5,1
40.7098_-123.3947,26.1270580379303,6,1
36.5555_-105.2261,10.559737513662,8,1
48.1263_-116.5981,22.0919348130049,2,1
48.3373_-118.0194,20.3049490089455,7,1
44.0435_-118.5935,20.4280891979685,5,1
42.8435_-122.7679,35.10815258439,9,1
47.3797_-123.5128,29.6641891518397,10,1
48.2829_-120.2694,20.3441499025914,6,1
48.6926_-114.7471,20.5288432554199,4,1
47.4778_-123.3616,19.151333214214,6,1
42.4417_-123.9561,33.9045777778395,3,1
42.9439_-122.3677,32.4436188001706,6,1
48.4134_-117.6735,23.9152239460658,6,1
46.3493_-116.1176,22.8950104146981,4,1
46.2887_-117.5284,16.7058447454189,6,1
44.6438_-115.1119,13.9037571411548,8,1
48.9494_-122.0254,33.5456006850863,15,1
47.5844_-117.0978,20.4196082930156,6,1
45.8314_-121.3618,28.7475249022563,18,1
46.9154_-121.164,24.986358886743,9,1
35.6079_-105.5603,11.2195535799916,2,1
44.2979_-122.3774,31.3619185699411,19,1
44.0908_-119.1387,16.999822453406,6,1
33.8391_-109.5403,18.280933585228,4,1
45.6257_-123.7639,29.1381106699067,5,1
44.6282_-119.0667,24.0272251075917,5,1
43.7596_-122.7267,36.273836555341,13,1
45.6924_-115.4739,14.3339151954325,2,1
45.6897_-115.4085,14.2838207710815,2,1
44.7849_-109.5307,10.5756169872156,2,1
43.2364_-122.152,33.7289009041279,22,1
46.1614_-121.2596,22.518143413603,3,1
47.8137_-121.5367,40.4618491041354,10,1
44.5776_-107.6381,16.688653127593,3,1
40.8411_-122.4835,29.5675759632729,2,1
44.1775_-123.5121,35.6454955349222,19,1
46.5069_-121.8255,40.5789086525057,15,1
45.9721_-121.6938,26.3394022594085,12,1
46.6393_-123.3794,31.9346850877562,23,1
42.2482_-122.5113,31.3979119561468,12,1
42.6689_-123.346,33.2555850548153,5,1
47.574_-116.6819,18.2279257147208,1,1
46.5008_-110.4784,10.6261164952739,1,1
38.4219_-120.6719,30.0417329103511,4,1
43.4659_-122.4544,41.9011608166472,18,1
47.4473_-121.9814,44.4497795034616,6,1
42.6477_-122.3982,29.7294757256599,4,1
39.6577_-106.4019,14.5027800640264,8,2
44.1735_-122.9465,42.5331485043875,11,1
39.4325_-120.7778,12.3794084909778,4,1
43.2661_-122.763,27.8317341865628,10,1
44.6945_-123.9676,30.0011470768546,13,1
43.1812_-124.0846,25.0499049787972,8,1
39.5001_-108.5047,10.108671561846,4,1
49.2209_-120.5018,13.3,1,1
40.4231_-110.5882,11.5561862190579,7,2
43.6849_-114.3992,18.3082981028619,3,1
46.9781_-114.7052,16.0218619436891,5,1
48.3581_-122.2411,33.7688541327867,36,1
39.4243_-122.8852,21.2521376211972,13,1
46.2187_-122.0408,24.9150820520736,20,1
39.5932_-108.669,13.5749721365023,5,1
46.4137_-121.8237,36.0751943118126,10,1
44.3603_-119.2176,17.7993117665146,6,1
45.6477_-112.0164,18.4066790184981,5,1
43.7306_-122.6198,41.5925471048635,10,1
39.6527_-123.6884,30.6329289756177,11,1
41.7735_-111.665,18.4786309781477,4,1
37.7265_-106.7434,13.5472303753942,8,1
48.4889_-118.3278,26.0060510176058,9,1
46.2808_-111.9748,16.0510218380706,4,1
48.9268_-118.0993,24.8318972056226,18,1
33.3979_-107.9529,14.1790390373762,3,1
49.1918_-119.4411,16.6026437160519,3,1
37.0368_-106.2373,10.6968588133374,6,2
42.0699_-124.1988,26.7380517764728,6,1
39.1296_-120.8819,28.6050372000092,6,1
40.803_-122.0301,32.6099281434664,8,1
47.0165_-111.7353,14.0612315656937,6,1
45.9156_-112.3521,14.6371545876007,4,1
40.857_-123.5919,28.1317516347595,14,1
43.7136_-111.4329,20.8720963070774,4,1
47.0857_-110.5389,12.196681791213,5,1
48.5896_-119.9175,16.940524279261,9,1
44.2019_-115.7481,16.3007758904033,4,1
45.6048_-123.4488,36.4711610418587,11,1
46.9986_-110.4065,9.39182549085201,4,1
47.015_-114.4281,21.2531600548472,6,1
48.2876_-121.6191,37.482442888018,20,1
46.179_-115.5146,30.289073917119,4,1
36.3215_-109.8881,11.3148953858879,7,1
46.9319_-123.8039,25.7492506983314,10,1
38.8956_-120.8874,22.3476521839997,7,1
46.9001_-112.7668,13.2742376060619,8,1
33.2263_-107.9675,20.0958052089855,4,1
45.0831_-121.7471,20.2384160896321,12,1
48.2592_-117.6118,22.4631332160387,6,1
44.8594_-123.9961,34.7201404104141,10,1
39.3054_-123.24,20.3997341400591,11,1
43.9071_-122.7935,29.8389109055503,9,1
39.3603_-123.729,31.0301806364119,6,1
42.7505_-123.0327,33.0461302112279,12,1
44.0652_-115.4434,25.030265475588,4,1
45.8259_-121.945,40.8709039411166,16,1
43.9736_-123.8509,34.9499233630002,20,1
43.3175_-122.63,40.6650333880659,12,1
44.8524_-114.4026,16.2010371482401,6,1
45.8751_-122.1182,26.1640767610656,12,1
41.4687_-123.6915,36.4033845672077,6,1
33.0945_-107.8353,24.4934049292041,3,1
42.3063_-122.3995,29.3899405121824,4,1
42.4562_-111.5497,6.83857772717026,2,1
46.9634_-113.6222,14.5038163226576,12,1
39.3753_-120.7664,29.8569253623946,7,1
43.7307_-123.0883,33.4663515457281,10,1
39.1484_-120.7949,25.1701938604681,9,1
42.7712_-124.1092,34.1989718500325,15,1
39.1119_-105.0634,13.1894570177822,5,1
44.1821_-123.4359,26.6228750126742,11,1
39.3935_-111.2901,11.328235925845,12,2
46.5916_-122.9618,27.7835810021914,10,1
44.0706_-115.7484,16.2490657100999,6,1
44.8115_-116.7793,21.9059388189206,4,1
41.9845_-123.803,20.9403031519479,15,1
45.8665_-118.0002,23.3140929957238,6,1
42.0591_-123.4616,25.3927157571296,20,1
44.4886_-109.9167,13.4984122311663,2,1
42.0348_-123.3292,27.616425952362,6,1
44.5682_-123.7543,26.4805260114209,3,1
44.4756_-109.8792,12.844082765285,3,1
41.8458_-123.5428,27.9692451810544,1,1
47.023_-112.8957,19.5842839423469,2,1
46.5048_-116.0899,25.3281814155289,5,1
44.7713_-111.7163,13.1407284717624,3,1
42.5765_-122.3326,23.4971218561055,8,1
50.2926_-121.2574,14.0674393475142,2,1
37.7181_-111.8552,13.2200131065833,2,1
33.815_-107.4314,14.7502054968783,2,1
46.0365_-117.4861,17.6617348536573,9,1
39.4794_-120.9934,31.2340493862924,8,1
41.9557_-122.2413,18.5979342364059,15,1
38.209_-112.4822,15.1906123287962,6,1
43.4671_-122.6937,21.1277356570686,6,1
45.7438_-123.4608,44.1003689818696,10,1
37.9697_-110.8007,13.8611165091699,7,1
50.4162_-116.2957,10.5961468075854,4,1
46.5688_-122.1987,22.431500930026,20,1
47.0859_-112.446,16.2987583047881,5,1
45.707_-114.6182,19.8626072502363,5,1
50.0563_-120.7682,17.2753261747836,4,1
48.8792_-121.9089,49.1455040299154,10,1
49.9182_-119.604,17.6480923903325,6,2
48.7561_-118.3012,18.1126497464371,12,1
45.3044_-123.5887,31.2468087204742,16,1
44.5703_-118.237,15.0086748163321,9,1
39.5975_-108.9102,9.9812093413142,1,1
37.9621_-120.0767,21.8116375025158,14,1
34.3854_-110.8397,10.9903230203618,3,1
46.4808_-114.7159,16.3564302526627,3,1
46.4343_-121.0198,25.5214287171987,6,1
47.3622_-123.8414,29.0517606256337,10,1
43.8344_-123.7081,35.2889245503609,18,1
36.1491_-106.5568,12.9313181379826,3,2
46.194_-121.7233,28.2299158935247,5,1
40.4966_-123.4791,26.7316453517816,5,1
39.845_-105.409,9.51296163994101,4,1
44.7486_-123.9251,26.7148516582274,10,1
46.5446_-111.7184,11.0309863938646,4,1
47.5211_-122.0804,35.567025404616,14,1
45.1338_-121.8852,13.9748950491687,12,1
41.9168_-122.2096,19.1496706986851,2,1
39.6637_-105.4083,8.1858061790362,2,1
43.5349_-124.0436,46.0714054213212,2,1
43.7788_-123.1526,43.8408263581146,11,1
44.2786_-109.5747,13.023691332714,2,1
37.3466_-106.3268,10.7017713049937,6,2
47.0478_-111.0067,13.3899296626634,6,1
46.8234_-110.5378,13.5481083908615,4,1
48.0187_-115.5148,22.5413499279951,4,1
44.3965_-122.376,48.120970360074,10,1
43.3026_-111.8709,14.1781456818712,1,1
45.2934_-111.1945,16.9500109445832,7,1
42.3755_-122.3011,24.2298378747458,3,1
43.241_-123.0997,19.6739664562078,10,1
36.687_-105.5692,13.8620660104469,2,1
45.9649_-110.2216,15.0879986057624,6,1
48.2412_-118.0179,25.9690101925582,9,1
45.6138_-116.025,16.2973586411318,2,1
34.344_-110.8974,12.8977299682699,2,1
40.5759_-123.8279,29.5553242505454,6,1
47.6085_-108.744,9.69222140850018,7,1
36.6758_-105.4639,12.7804454435765,3,2
50.2587_-126.7384,28.7025440259365,8,1
44.8554_-123.7819,33.8530155350275,8,1
42.5422_-123.5261,24.9917249967541,7,1
40.0875_-123.106,19.3304405636006,13,1
47.1684_-109.2209,13.0977829664905,5,1
44.3179_-122.888,30.1021435079284,18,1
46.9888_-109.4252,16.4569687394292,7,1
43.9051_-123.7822,48.080820841073,9,1
45.5009_-121.4903,24.1771108543467,3,1
48.2177_-120.6374,38.3068626330429,8,1
39.0246_-120.9099,21.5864110958954,4,1
42.1044_-123.0703,24.7704267190245,10,1
45.2331_-115.0287,14.7093907231332,4,1
43.781_-114.4567,16.1695169494948,5,1
40.1712_-123.2656,33.8453940165904,12,1
46.1863_-117.9096,13.4768038157854,6,1
42.6602_-124.3411,13.3292663706141,12,1
40.8256_-122.8909,32.912405797662,10,1
47.1034_-120.9327,28.0277419891751,6,1
44.6272_-119.0306,29.4313446776464,1,1
42.7495_-123.7649,30.3402756271263,3,1
46.7371_-122.929,22.1102111116053,5,1
47.8608_-116.1133,19.9037327705744,2,1
42.0302_-123.6555,20.6342752456455,22,1
45.3681_-118.2496,18.339287025683,6,1
43.6331_-113.9787,18.6078354349784,4,1
40.2337_-120.6229,16.017647525402,4,1
46.2131_-121.0493,22.7464227679275,2,1
48.5988_-119.2502,22.9304983536147,22,1
45.5548_-115.3482,19.3468993796821,3,1
36.2273_-105.5636,16.4326028671749,5,2
41.0648_-123.9002,27.5628042741776,10,1
45.9909_-123.601,29.254746778342,30,1
44.1123_-115.8774,19.7885623480607,4,1
47.0778_-121.9464,28.4198737635664,10,1
44.9124_-123.8629,44.9266355322234,2,1
44.1254_-123.9901,55.5614868513527,6,1
44.8678_-118.5723,18.586072973685,6,1
48.2033_-118.4104,20.8912709148989,6,1
47.5218_-122.9839,41.4622484063696,20,1
47.1212_-121.4898,19.472319520375,13,1
45.0225_-118.4147,16.532299914916,12,1
36.5495_-105.1162,9.74822615698151,1,1
43.6817_-123.4476,28.5709852633301,24,1
46.0868_-121.6177,29.3275293750008,6,1
43.1696_-122.965,20.5328314427037,8,1
45.053_-121.5651,22.5351483990166,12,1
46.5527_-123.0916,28.4009941476981,13,1
45.4952_-115.8466,30.512856028777,2,1
46.6973_-116.4464,23.1079446218177,4,1
48.6191_-119.2455,19.9922336176873,6,1
44.1624_-118.4595,23.5852311993617,4,1
46.0674_-121.9704,53.2902029292881,6,1
40.608_-110.8881,16.0568616294256,9,1
47.2467_-121.591,26.1633447023477,11,1
46.7217_-112.324,12.462601614856,4,1
43.3141_-122.2564,27.3610998201674,18,1
42.304_-124.1273,28.0903191652024,12,1
42.6292_-123.0969,24.7468625355319,3,1
46.7569_-123.3129,26.4630637275757,16,1
46.4118_-112.0415,12.4783791060063,2,1
46.6944_-120.9245,24.1650015751377,6,1
44.7194_-114.3493,11.428139984631,5,1
39.65_-123.6241,29.2211266923024,10,1
47.4261_-121.7874,36.1779409028238,8,1
47.4963_-116.8,20.9647939795152,9,1
33.9924_-110.3575,18.8325395519825,2,1
40.9026_-123.0111,36.9906026865849,4,1
40.9488_-123.1474,31.4098865106846,7,1
46.4142_-115.1637,13.1660230648153,3,1
41.1539_-122.5584,19.8550567516265,3,1
46.1081_-117.3663,28.9540458761906,6,1
42.3802_-123.598,39.8856119218333,4,1
45.9795_-123.4603,40.6404480845494,5,1
47.3745_-123.4669,22.2677394431025,30,1
48.2494_-119.9462,19.816135806289,6,1
45.946_-123.4306,43.5598219293648,15,1
42.4023_-124.1236,22.6202738340415,12,1
44.3474_-123.9254,48.165850275638,10,1
48.3926_-119.8902,21.2657691665755,6,1
48.7885_-118.4485,14.1693028929957,8,1
40.8493_-109.4824,14.9437119495329,2,1
40.9584_-122.28,23.8690169379995,8,1
46.8671_-122.399,24.5505974450183,6,1
45.6284_-123.455,29.5913962335742,15,1
39.0766_-123.0774,28.60925540862,4,1
43.294_-122.4244,42.2791388241583,6,1
48.5174_-118.5085,16.0618782768505,5,1
48.8778_-118.2132,30.5655785863148,7,1
35.8172_-106.7599,15.0473171314298,2,1
35.8192_-106.6049,13.9603462307913,2,1
39.2248_-122.9147,27.4713308140215,6,1
45.0327_-122.9373,37.3501872355953,3,1
41.079_-123.8542,22.2267846230069,8,1
46.0936_-121.9317,28.0942100255776,35,1
47.9925_-116.3969,31.1858366047704,2,1
38.2952_-106.6152,15.1663095350769,2,1
46.2871_-121.9385,26.3076255560849,7,1
40.4049_-121.7538,16.7345186634946,4,1
48.739_-118.306,38.5009307129306,6,1
40.3252_-123.9759,37.6327909510675,5,1
48.531_-116.936,32.0445152363091,6,1
45.3083_-118.9624,24.3707455671988,6,1
47.3817_-122.0812,36.8888761832773,14,1
45.404_-123.594,34.8197859823805,8,1
45.2394_-116.7584,32.4886035309572,2,1
38.8988_-123.3952,33.4503283450271,8,1
45.1543_-121.8122,23.6154908435452,12,1
40.968_-105.7163,10.1650582107327,4,1
48.8662_-118.3753,17.0106649780993,11,1
38.1297_-106.7188,13.0200493574139,3,2
48.5931_-119.8816,29.7093810370689,8,1
48.2502_-121.1937,30.3118075099766,10,1
40.8572_-123.202,17.7528832961384,2,1
46.0934_-122.2185,19.3405590866395,15,1
46.3905_-114.4452,15.1237133999594,1,1
45.9229_-122.6618,39.1555976272346,13,1
47.8579_-116.3513,26.0157229639776,2,1
44.5458_-123.7937,43.1068091603203,18,1
45.8106_-122.289,35.1318413816472,10,1
35.9399_-106.3695,20.8028341672958,6,2
47.0264_-120.8049,18.6787987728908,10,1
44.366_-123.5719,35.3530009351533,27,1
46.9119_-116.6109,28.449999525036,8,1
40.9059_-123.0707,27.4968535723046,3,1
42.8882_-123.7365,27.5692212751625,10,1
47.3283_-120.6781,24.3762588708687,8,1
44.2726_-121.9701,25.5616600573159,3,1
48.0301_-116.002,20.3449682888095,5,1
43.5343_-122.8169,29.4152549762564,6,1
44.5811_-122.2803,43.4111261477627,26,1
38.26_-105.1734,15.6976643852591,6,1
44.8241_-109.4955,15.8281853228484,1,1
42.0858_-122.4995,34.007767735597,6,1
48.7333_-117.8345,24.5170153967452,6,1
47.0754_-121.557,22.1937987516217,6,1
45.652_-123.0898,33.1012989377405,10,1
48.6495_-114.8293,17.6849518862754,5,1
45.2993_-123.6628,33.6096606897072,30,1
40.878_-105.5961,14.1745019786476,2,1
48.431_-117.5236,31.0317728262941,6,1
48.3938_-115.3832,17.5169841991034,6,1
47.6874_-116.6706,19.3674343879056,2,1
47.6993_-115.3402,17.16104826775,4,1
48.7531_-118.7884,25.6400321816629,3,1
37.087_-106.296,10.2239376623722,5,1
47.1291_-123.0784,31.6328241691074,14,1
45.7253_-121.6553,31.2484524613657,3,1
40.7289_-122.8422,33.7940732600466,13,1
45.9841_-121.1484,32.1544620356813,12,1
46.6824_-116.2819,30.7868207033111,3,1
48.6389_-118.9811,24.3347770624964,8,1
42.9925_-123.3807,25.6322429229022,10,1
48.3346_-122.1626,32.7718952623374,12,1
43.9721_-122.6866,28.7343474618635,38,1
39.5907_-108.7321,13.5641261292698,6,1
41.5877_-123.7279,38.3171061930829,1,1
47.3654_-116.4646,25.6691112978738,3,1
43.3408_-122.3519,37.9709008426518,14,1
50.7269_-116.1976,13.3628517832847,3,1
45.5043_-123.5182,47.6180156446662,5,1
47.6713_-116.6073,23.7705052497707,1,1
32.8985_-105.75,21.3221957110915,4,1
46.4489_-122.7141,30.805313309727,24,1
46.4174_-122.1155,39.9752664190033,18,1
45.3679_-118.3152,25.2205470962248,6,1
44.1757_-122.3482,34.493929131921,10,1
46.3697_-111.1998,19.1108682268813,8,1
45.3879_-118.3119,22.6228554830316,6,1
45.7424_-114.0498,19.2724950012221,6,1
45.0787_-116.9431,26.7073480861565,4,1
