plot_key,SI_gada_plot,SI_gada_n,n_species
47.62_-67.17,13.5638886060127,3,1
46.84_-67.25,9.99956530546071,4,1
48.0814_-93.8586,9.48308615343983,6,1
48.1508_-92.7687,22.5844428756863,8,2
47.43_-66.15,8.64879731855366,3,1
47.32_-72.35,16.3097515308789,23,2
45.76_-67.05,14.0399160586467,5,2
46.49_-66.38,10.1180260382433,4,2
48.35_-53.69,8.66113092509822,80,1
45.55_-84.9061,12.6440888279389,7,1
46.58_-65.75,14.1680803806397,5,1
47.9867_-91.0702,15.3762420084843,6,2
48.1087_-91.8533,10.1683332057272,2,2
47.8174_-92.008,12.469094859745,14,1
65.1427_-148.8798,8.84818039801004,3,1
46.9_-65.51,10.2430365228478,5,1
45.3773_-68.839,7.44239127145249,5,1
46.79_-65.63,9.45159637890444,5,1
46.08_-65.38,11.5385115404082,15,3
45.7724_-62.0497,16.9478554890519,2,1
48.3167_-94.0467,6.08494043701247,6,1
47.42_-65.61,13.9956951992998,6,1
46.03_-66.12,15.7654846580336,8,3
47.3412_-66.3991,12.2993866309937,1,1
43.946_-65.0258,9.00503379777273,3,1
47.382_-92.0076,12.6008643186241,7,1
46.72_-66.55,10.9360338684314,6,1
46.86_-65.09,10.4897044205973,10,3
44.3284_-65.4139,16.5991684960155,1,1
60.2185_-151.1373,6.82386887795049,10,1
47.3_-65.47,10.1982770676962,15,1
45.5577_-89.4001,12.8409105570169,7,1
47.01_-66.56,11.3733003514365,11,2
48.498_-93.225,14.9259024308783,7,1
46.39_-67.14,14.8296474952508,8,3
46.04_-64.11,8.74946661955478,5,1
46.6826_-65.4683,13.8367249345087,1,1
47.62_-65.34,8.96851198896532,10,1
46.4233_-92.3799,16.3367463700193,14,2
47.33_-72.35,18.2908685782711,19,3
48.76_-55.77,6.58792002389958,40,1
63.5185_-143.5666,8.06809871496258,3,1
47.9945_-91.8202,16.0389557280295,6,1
46.3_-66.21,8.98112376449579,7,1
46.0285_-68.5857,13.9837073490543,12,2
45.7838_-62.0411,14.3295531333522,4,1
64.917_-147.2716,8.71045529410542,1,1
46.99_-66.63,11.0239304895285,6,1
48.3166_-93.7994,16.0007059039285,16,1
48.61_-54.03,9.63359398409448,38,1
46.92_-65.22,11.5792334015344,8,2
46.32_-66.36,14.9296320897129,8,1
46.74_-65.1,11.050487317757,2,1
45.33_-66.76,11.8863676731955,10,4
45.53_-66.72,12.7783172897973,4,1
46.6857_-69.1962,15.2224300790163,9,1
46.2847_-85.2946,16.8101987475664,2,1
46.61_-65.69,14.0061521211148,3,1
46.1217_-85.9771,12.024522593397,3,1
47.41_-65.56,14.4508530958353,20,2
46.06_-66.12,11.7873928599363,10,2
46.405_-88.0897,11.5407551604991,7,1
62.5675_-142.4663,5.4578077588588,3,1
46.37_-65.63,13.50953942219,6,3
48.5397_-93.3232,12.3832072941795,9,1
46.1052_-86.3958,16.001800778519,6,1
46.17_-65.67,12.9211979892154,3,1
46.8053_-93.5803,13.9696722547603,11,1
48.14_-71,13.0444151921745,2,1
47.33_-65.49,11.348162378218,10,1
47.5601_-67.0963,17.3260935482552,1,1
46.3874_-67.008,9.10879320633757,1,1
63.8516_-141.9238,7.9135993619574,3,1
53.71_-61.05,4.62180751960637,9,1
47.24_-65.7,12.1576590312203,11,3
46.29_-65.42,11.443218013816,13,1
46.71_-65.15,13.7052898710126,4,2
48.67_-56.14,11.2072843948732,1,1
47.5085_-66.4506,15.2408075452192,1,1
47.7_-72.04,10.0992802165119,28,1
48.3965_-94.034,5.45367050443633,5,1
47.07_-65.48,12.2868361874616,4,1
47.78_-68.03,15.524359362468,1,1
46.1_-65.64,12.2865321080459,9,2
47.41_-66.28,9.32168586938948,4,1
46.1826_-88.6368,13.5769269671573,12,2
45.4076_-69.0095,15.7405450335469,5,1
47.03_-66.42,12.761707785127,6,1
47.0717_-67.8679,10.3974215042626,5,1
46.61_-65.53,13.8115186653485,4,2
44.6583_-84.5362,14.1195330182836,4,1
47.02_-66.15,8.86142515613932,7,1
45.28_-67.32,9.70423795244652,7,1
45.6463_-91.1097,10.9325816681459,4,1
46.76_-65.62,9.2208746603509,29,1
62.1257_-150.8279,10.7116238953286,3,1
44.4179_-74.5009,16.5524763567702,4,1
44.7002_-74.1933,17.2628304917789,3,1
48.58_-70.01,11.5841508555358,18,1
46.0915_-89.2038,13.8366378367952,8,1
46.99_-66.58,8.59024679768311,6,1
44.8603_-68.5954,13.613907773959,4,1
46.92_-65.03,9.09388046282291,5,1
47.44_-66.18,11.4185246293949,3,1
46.0219_-89.2864,15.9502632126011,11,2
46.08_-66.14,16.0626206741026,2,1
46.13_-66.07,13.2994586846975,7,2
48.1_-70.99,14.116957367371,19,1
48.1243_-93.383,15.4243241464337,5,1
46.2092_-69.3931,12.9486531682841,3,1
46.5202_-85.0632,13.0557585180542,4,1
46.87_-65.37,14.6036897971247,5,2
45.74_-65.64,7.24022267147484,4,1
46.97_-65.26,8.84750130986425,5,1
47.66_-65.56,9.65739118487808,4,1
45.6082_-89.9591,16.8707733499113,6,2
47.27_-65.38,13.4356481353576,7,2
48.36_-70.92,10.567670791346,2,1
47.6781_-91.3289,18.244541697588,14,1
46.9966_-65.695,10.3145849048303,1,1
48.5444_-93.9954,6.82528097416241,4,1
47.9877_-67.8072,9.09899201946093,1,1
45.8786_-90.246,8.18392629692921,5,1
46.4777_-87.1546,12.9911132633034,2,2
47.0048_-66.5207,13.6978200541247,1,1
46.59_-66.11,8.7361354785626,3,1
47.31_-65.14,17.6236565386775,3,1
47.3587_-67.9797,10.134109059752,1,1
44.7226_-67.4247,15.4731630530489,5,1
46.81_-65.37,8.44878118091108,4,1
46.1096_-66.5152,4.85576728198147,1,1
47.27_-65.82,9.00985112710275,16,1
45.73_-66.63,14.1020306758241,11,1
46.3_-65.94,12.106788947163,12,2
47.0332_-66.7905,14.3935497981161,1,1
47.8931_-91.8817,12.5299329837747,2,1
45.81_-64.4,10.78304660125,6,1
48.1106_-94.0025,20.7048897799797,7,1
46.57_-65.52,10.0172873597824,5,1
47.0343_-65.9905,13.7728251367004,1,1
45.6488_-87.9516,18.8860490956874,7,2
45.3471_-61.4134,9.37753259148524,1,1
45.4141_-89.9442,12.0009071451721,7,1
46.98_-66.13,13.4533555260729,8,1
46.36_-66.45,13.6978903008038,16,1
47.22_-66.33,10.5904757008238,8,2
46.15_-63.91,12.4269505791767,3,1
46.7506_-92.5013,14.0287499128482,6,1
46.62_-65.63,11.6490720544077,5,2
46.2_-66.17,14.2487767390865,7,2
46.29_-66.55,7.93226062605286,5,1
46.54_-65.56,13.132425875567,6,1
47.24_-65.57,8.26997788860783,6,2
47.23_-65.7,14.7079527391003,1,1
45.63_-66.73,14.3001889056828,10,3
48.4154_-94.4665,7.97839955817177,6,1
47.23_-65.43,13.1509414549031,4,1
46.3096_-88.7997,14.0914334320372,4,1
45.32_-66.56,11.0809111411943,16,2
47.7929_-91.4402,12.4564723244942,10,2
49.04_-56.04,7.32986194230819,2,1
46.99_-65.44,12.8389025649228,3,2
47.73_-70.31,14.84614728011,15,2
46.54_-65.46,10.7982903840534,6,2
48.52_-54.12,4.63368901101121,49,1
48.03_-71.18,8.69698026654257,40,1
44.6695_-89.2323,11.1795715212266,3,1
60.5213_-149.8743,5.66741209821593,6,1
46.8311_-88.902,14.3400901585176,6,1
47.3_-66.51,12.2043456933542,18,1
46.12_-65.33,9.74006259440323,3,1
46.5483_-88.3207,15.3780322620466,8,1
47.46_-66.13,11.3621049267261,6,1
47.31_-65.41,12.0280367102855,13,2
45.85_-67.08,6.72737714685366,3,1
46.23_-66.38,13.6124489115751,4,1
47.07_-65.47,14.499101383682,2,1
47.03_-65.15,13.1595032451124,7,1
47.32_-65.53,6.92799996283467,2,1
46.3852_-65.7534,17.8989411503839,1,1
63.9354_-149.5101,5.03301820523458,3,1
46.61_-67.39,23.4243402136009,1,1
46.6863_-69.7894,15.3651608955096,9,1
47.55_-65.2,11.4617845663786,8,2
46.4_-65.91,11.2186786291966,5,1
46.31_-65.52,11.1950369909548,6,1
47.48_-65.94,14.2402899364972,2,1
46.27_-65.25,12.4132693270894,4,1
45.21_-66.42,11.3630939435693,9,3
47.77_-65.11,10.9763700464796,5,1
47.5916_-67.094,17.5249993173909,1,1
46.74_-65.12,11.1449670677954,7,1
48.4037_-93.8976,13.571391537376,12,1
47.62_-65,9.58246211329643,5,1
48.3758_-94.2136,7.95900511416502,1,1
48.49_-70.07,8.84609063764627,17,1
46.85_-65.37,12.8976312293665,3,1
46.66_-64.77,12.2067224180782,5,1
49.33_-55.85,7.68652718617722,1,1
45.0893_-71.0474,27.4973503480531,4,1
47.02_-65.4,9.71368451142756,1,1
47.9971_-93.8868,10.7270512945205,6,1
46.86_-66.99,10.0329685917766,5,1
47.33_-65.32,12.7758368589992,3,1
48.24_-69.66,11.6691771155083,21,2
49.33_-55.08,7.70867564518562,50,2
47.1769_-65.9034,12.9757945922297,1,1
47.56_-66.8,12.3976708938899,6,1
47.28_-65.56,13.6039317736127,7,1
64.4472_-145.4863,6.00970489535063,3,1
47.9518_-91.3039,16.0456329208562,10,1
47.4615_-65.9745,25.1743074873954,1,1
46.38_-67.73,13.6796545556266,2,1
48.5248_-94.0885,9.35820717277252,16,1
46.6_-65.34,8.20076396567,3,1
47.12_-65.73,11.3012674418296,10,2
47.15_-65.59,10.7274241372037,11,1
47.03_-65.6,10.261266638884,1,1
60.5778_-150.316,17.3256310374417,9,1
47.0007_-92.8371,13.3031446575485,2,1
46.75_-65.58,10.782304287696,5,1
46.2351_-90.193,12.4054190132847,6,1
47.68_-66.57,12.0243245692403,2,1
46.61_-65.27,12.9432423614184,12,2
52.46_-56.77,8.41205000363805,1,1
46.88_-67.18,13.1431096911564,3,1
46.2686_-68.8808,12.4657143816969,5,1
46.58_-65.88,7.68611185383368,2,1
45.2143_-63.6534,15.8961825580813,3,1
47.27_-65.81,8.61133003775025,12,2
46.8885_-69.6511,16.5443744669808,11,2
47.35_-65.34,12.7719534113692,4,1
48.375_-94.2994,10.4894393907755,4,1
47.98_-69.96,13.1097098692485,16,3
46.3299_-86.1006,13.5838666164818,1,1
46.08_-64.02,13.3548653325424,2,1
45.89_-65.59,12.0231320650805,6,1
46.57_-65.73,14.644181216715,13,2
46.0134_-89.9427,13.4324614411996,6,1
47.8323_-91.8506,15.2950651617757,7,2
47.17_-66.45,9.72886223137559,9,1
49.2507_-95.016,18.3007722728438,7,1
47.33_-65.71,12.6000077341736,6,1
46.77_-66.04,10.1154266130239,5,1
47.29_-65.76,13.4748909428971,5,1
46.31_-65.47,13.0857478395122,3,3
45.2287_-63.1025,11.1569666650033,2,1
48.4067_-95.0636,10.2278354228558,8,1
48.3196_-95.0738,11.9289567375492,7,1
49.16_-54.94,8.5175966468534,50,1
46.45_-66.03,15.1191622123122,3,1
45.73_-66.77,7.63715145643359,5,1
46.1_-65.63,12.0247768809135,10,2
47.29_-65.42,8.35968312479713,4,1
48.5656_-94.879,11.5832866552966,3,1
45.8831_-67.1403,16.5426169072736,2,2
47.14_-65.47,12.5879742223377,15,1
46.13_-63.91,12.8060497716214,5,2
46.58_-65.49,9.9334064813223,1,1
47.07_-66.12,9.89094824378509,5,1
47.38_-66.12,12.0453462622826,4,2
45.7304_-87.2627,8.33885326730026,5,1
47.6738_-90.9288,11.0141314633445,7,2
45.7824_-62.0269,16.8908223085563,1,1
47.32_-66.05,14.2224156584417,6,2
46.27_-65.69,15.3730709198867,4,1
45.23_-66.46,11.8799502016526,13,3
47.71_-64.97,11.5470804891707,4,1
46.3293_-91.9935,8.03042298789662,7,1
45.8558_-89.8482,16.6936777300428,8,2
48.2603_-93.5725,12.0561673253096,7,1
46.33_-66.51,11.7036338237206,6,1
48.1693_-93.9707,8.57012466230404,3,1
46.96_-64.84,13.9270286012157,2,1
47.9969_-91.7568,12.6109111653025,7,2
45.9391_-87.3815,10.3652539051664,2,1
48.44_-69.92,16.5378285025388,13,3
47.5_-65.6,12.9253039064763,7,1
45.8707_-89.7984,10.0702060403178,5,1
46.92_-65.6,11.9966932548,4,1
45.6621_-88.022,14.4888497043788,3,1
46.3189_-61.2026,15.439655558056,1,1
47.01_-72.76,12.7103871399221,14,1
46.9_-65.01,11.4333142646256,5,1
46.42_-66.23,13.4425283768421,6,1
47.34_-66.15,10.4371513845491,10,1
47.39_-66.56,10.9103341859846,2,1
47.1554_-92.5001,7.60147453984562,6,1
48.73_-56.28,5.13693954870119,50,1
43.74_-65.5027,15.0542300408636,2,1
45.7938_-68.5995,12.9232359896924,6,1
45.37_-66.54,12.110115279161,16,3
47.04_-66.41,13.2984520065387,3,1
48.9691_-95.6753,13.4192423409683,8,1
46.92_-65.49,11.4095677880268,5,1
45.4553_-84.3605,17.5435027056962,8,2
46.66_-65.22,9.26148723439875,6,1
46.18_-65.12,13.6876648923943,6,3
45.911_-86.6866,16.4836876035099,3,1
47.58_-68.34,13.9828270862451,7,3
47.28_-65.54,14.8314263200057,4,1
46.1159_-88.8269,15.1449619227944,2,1
48.3822_-94.4823,11.2785726090529,7,1
46.32_-65.48,12.7687341986068,6,1
46.77_-65.21,10.5274247610403,5,1
47.9795_-90.3191,11.4310009035508,8,1
47.27_-65.8,12.6439817190203,7,1
47.59_-67.1,14.5125133589354,19,3
62.5083_-144.7589,5.75357003921045,3,1
47.78_-67.52,13.7129858579154,1,1
45.17_-66.64,13.0536611651581,4,1
46.3227_-67.9912,11.6792294269421,10,1
47.01_-65.36,12.5052286958117,9,3
46.9492_-92.3778,10.3415413449407,6,1
46.13_-65.92,12.0063241733597,5,1
45.9181_-91.4572,14.8737779057713,2,1
47.62_-67.2,13.4898050977856,7,4
46.97_-65.88,12.8926744758691,6,1
45.4845_-64.1713,8.18714214299063,2,1
46.0518_-90.1168,9.44390322323678,4,1
46.99_-65.82,12.0639888501849,9,1
47.68_-71.18,9.13540416778944,46,1
47.48_-65.8,14.4586002594163,4,1
47.6648_-92.1693,12.1096029586414,7,1
62.252_-145.6094,4.91881584121089,3,1
45.39_-66.77,12.7516605298746,10,1
46.98_-66.53,10.4275523377616,7,1
46.2439_-89.0234,14.3398469522353,4,2
48.2_-93.5638,16.4689868441567,12,2
47.5758_-91.2583,16.2788480677896,8,1
47.38_-65.29,11.8779480433732,20,3
46.3233_-87.9939,20.1506978996084,4,1
46.36_-66.44,13.7540510568122,7,1
46.8118_-92.7445,16.1436659640413,14,2
63.6143_-142.0943,6.18525008357051,3,1
44.9576_-88.9124,10.8931237814823,7,1
47.58_-66.22,10.4690408109596,5,1
45.32_-66.5,10.8447418667298,6,1
47.69_-65.19,9.85073981477449,7,1
60.212_-151.048,6.77061843268755,4,1
46.11_-66.15,8.12528707646185,7,1
46.14_-66.4,13.0430687452863,8,1
48.53_-69.59,12.5010975607847,17,2
47.08_-65.89,13.041614501547,11,1
48.2788_-92.5787,18.6124863853264,5,1
46.5978_-85.3633,11.0252179725784,4,1
45.4317_-63.1401,14.4026787978445,4,2
47.111_-92.5966,11.7516502160903,7,1
45.703_-63.3793,13.4463029322528,3,1
47.01_-65.17,14.3624140875825,9,3
46.64_-65.27,13.5767372705648,5,1
46.6405_-85.3546,13.2597622133688,3,1
48.1765_-94.2252,13.4004359096361,8,1
45.731_-63.5339,16.8796782944538,2,1
47.45_-66.34,7.90246073405561,6,1
46.5552_-85.5982,10.7825690494805,1,1
45.1606_-88.2827,14.1823536769161,8,1
47.32_-65.84,13.6151484448556,9,3
45.4294_-61.8478,10.4398259871262,2,1
47.55_-66.67,14.169026806501,2,2
46.97_-66.49,8.77586411782374,13,1
45.9582_-86.6146,19.581404704672,7,1
47.3772_-66.55,11.857711780356,1,1
47.35_-65.55,7.41854687726906,7,1
47.3765_-67.9285,15.7964401293894,1,1
47.3774_-67.9259,16.6079164220636,1,1
46.96_-66.18,12.1675751503846,10,2
47.0142_-93.5109,13.96001358984,8,1
46_-66.85,7.08421799892068,2,1
46.19_-65.65,14.0916042112359,15,3
46.582_-69.9134,16.8856526642116,6,1
47.984_-90.9878,18.0920617585367,6,2
48.468_-93.4896,8.42425516841636,6,1
45.37_-66.68,12.0641393415104,6,2
45.7154_-63.9085,16.8765993472974,1,1
47.34_-65.93,13.5181409998637,6,2
48.2123_-92.0721,16.1353993746557,5,1
48.5212_-92.9293,14.8488596940948,8,1
46.59_-65.17,13.4478968473284,3,1
47.58_-65.35,10.7396591417028,9,1
46.4_-65.44,14.9259614644118,7,2
45.75_-66.59,14.6212054374567,3,1
46.5489_-85.3339,15.5093609829009,6,2
46.38_-65.94,11.8080297381169,7,1
47.4113_-66.0319,19.2112729442756,1,1
47.37_-68.41,13.6479563319569,3,1
47.91_-68.19,8.46402829051353,6,1
45.88_-65.38,13.9185899195404,3,1
47.12_-67.26,13.8150154166448,6,1
47.9713_-93.6397,9.1671344327627,7,1
46.28_-65.58,13.7845945646047,6,2
47.12_-65.65,10.4576030258955,4,1
45.18_-66.58,11.1570844942609,10,4
45.79_-65.22,12.1403059439258,5,3
44.1062_-64.8215,11.9255878580827,3,1
46.66_-65.88,13.4954166461573,4,2
46.38_-66.03,12.1141726056852,8,1
46.1047_-87.8263,16.1960145618219,9,2
46.86_-65.19,12.9416603957639,3,2
47.2561_-92.0003,11.3266822873935,2,1
47.7502_-91.1454,9.89904316228716,7,1
47.5853_-65.4135,17.9834906637761,1,1
45.92_-67.35,13.0148049867153,4,2
47.05_-65.36,13.3684929866529,3,1
47.6002_-66.6646,8.02324493341101,1,1
46.44_-66.39,11.6848750447581,11,1
47.13_-65.61,11.9753251377807,11,2
47.3176_-92.4557,11.9611487587462,2,1
47.0038_-93.1287,10.4076712212915,8,1
46.54_-64.89,9.39555579005115,5,1
46.17_-66.28,10.5617062436549,9,1
44.2692_-65.8137,8.61885619167327,3,1
47.3_-66.38,12.3797838295986,5,1
47.24_-65.19,11.789076205041,6,1
46.15_-65.18,11.9891507797228,4,1
53.38_-60.43,8.7661531103149,18,1
47.9758_-90.1941,11.368725744234,6,1
47.43_-65.55,14.2427565208879,6,1
46.4034_-89.0449,11.3429944176646,2,1
47.9477_-93.6329,14.3399881880925,14,1
47.8868_-66.8112,15.6653009856514,1,1
46.24_-65.58,11.4808715556448,9,2
46.96_-66.62,9.2280912962426,6,1
46.9577_-65.9597,14.1746056974768,1,1
46.39_-65.52,13.6524907308792,3,1
46.963_-66.2053,10.2482207317338,1,1
46.28_-65.76,11.692108641059,16,1
45.14_-66.33,13.3519997182208,4,1
46.23_-65.07,14.2375976398797,13,3
62.5861_-147.4101,6.25620060107508,3,1
46.28_-65.56,12.6039251350687,19,3
46.22_-65.53,11.5255404649694,2,2
47.21_-65.47,12.34081610455,11,1
46.68_-65.61,10.0756555886228,6,1
46.32_-65.08,8.26162676673186,9,1
45.8539_-88.2582,16.904228296815,11,2
46.59_-65.73,12.5518575031295,5,1
46.16_-65.35,11.7859884773655,3,1
46.1604_-84.864,13.1624858841418,7,1
47.29_-65.02,11.6885783655305,3,1
47.04_-65.37,12.5950716810508,2,1
46.4_-65.47,14.5311236992356,6,3
47.35_-65.65,12.9684382166023,9,1
46.05_-66.27,15.6839617524888,31,4
45.44_-66.7,13.3244914920375,4,2
47.6917_-92.9379,16.766976627943,16,2
48.1614_-93.7956,10.6510241715749,7,2
46.96_-65.31,7.391007426242,3,1
46.997_-65.9054,13.6190345601145,1,1
46.9979_-65.9027,12.1249272461569,1,1
45.904_-89.3584,15.9483606318616,6,2
47.0021_-92.1302,11.43058941224,16,1
46.28_-65.43,11.9750590600665,16,1
46.25_-65.4,10.8975592417513,4,1
46.27_-66.42,13.2656627021109,6,1
47.0003_-66.5799,6.84130989395475,1,1
47.41_-66.51,12.0371537328365,6,1
46.06_-66.62,11.4929581646052,4,1
47.9285_-91.1515,16.2682316367469,10,2
47.0041_-67.2571,17.1089121661438,1,1
47.4833_-91.7829,13.6743863421672,3,1
47.7108_-92.8786,16.3606656939868,5,2
46.9719_-93.1562,6.78612792350034,6,1
47.2569_-91.9239,14.1148799975823,2,1
48.467_-93.3672,8.18884511480862,2,1
47.485_-65.8375,10.0290103645024,1,1
47.59_-68.35,15.1761395763289,12,3
47.84_-70.12,12.3302810563341,10,4
46.66_-66.54,14.3672884688176,5,1
47.2511_-92.8752,9.59400058301525,7,1
46.1031_-86.7889,16.2813670105654,8,1
47.0317_-66.0195,9.15549335374142,1,1
47.488_-66.0817,13.8756552994612,1,1
46.67_-65.45,15.0458203805417,3,1
49.3198_-94.9725,10.3644986253918,7,1
46.21_-65.23,12.3158743219544,3,1
45.1912_-88.6553,21.0787047634134,3,2
49.33_-55.91,6.85060907212368,2,1
47.5336_-91.481,25.1646800652768,4,1
47.4912_-65.8215,13.5218534729542,1,1
46.5691_-85.6318,10.2234729328018,6,1
46.91_-67.21,13.2136274582457,4,1
48.0995_-93.181,10.3583733332728,7,1
60.6748_-150.5651,11.7348370670029,8,1
47.27_-65.65,12.0909454406009,12,1
47.47_-66.22,8.94879755512335,3,1
47.9343_-90.0859,12.8254446937254,7,1
49.12_-54.57,10.1947623732456,1,1
47.17_-65.64,10.0953790119533,3,1
45.44_-66.33,13.8584343855313,10,3
47.39_-65.08,12.7398826458781,6,2
47.998_-93.6953,8.497801227956,9,1
47.4096_-66.0372,16.9280072688196,1,1
47.05_-65.74,11.7892578613386,1,1
46.22_-66.04,10.3942713987758,7,1
48.1454_-94.3587,10.0460930203357,8,1
47.5354_-65.8422,17.1461695033362,1,1
47.5381_-66.3562,19.5202835113341,1,1
46.4103_-84.6311,13.9260114057011,14,2
46_-65.66,10.4660201780739,8,4
46.62_-65.26,14.3676999168599,5,1
47.3_-65.74,13.8292219276606,5,1
47.3_-65.62,17.1357021098704,19,3
45.8918_-86.5127,11.7786611956509,2,1
63.9384_-151.9515,4.8451757074982,3,1
47.55_-71.49,7.17763859943132,17,1
46.25_-65.48,13.2033582533439,5,2
47.4579_-92.1386,8.83042879382092,7,1
49.28_-55.16,6.32992769282337,40,1
46.29_-65.65,14.5547014207152,10,1
47.07_-66.04,11.215420508694,10,2
47.39_-65.01,10.5929916597659,6,1
48.2641_-95.185,10.6249695791131,4,1
46.36_-66.06,11.722537191606,3,1
46.2_-64.28,13.1598107925293,10,4
45.2811_-67.657,11.6004756409058,4,1
45.43_-66.77,13.189084805021,6,3
46.031_-91.1964,9.93827496544717,8,1
46.1007_-87.6098,18.3502818469067,6,1
47.25_-65.47,13.408972011773,6,1
45.97_-64.79,11.2211431830435,1,1
45.28_-66.85,11.2722509664785,11,3
46.6605_-88.903,13.0743126655535,7,1
45.6171_-87.7533,16.633432165517,9,3
46.14_-65.53,7.76063653028692,5,1
47.37_-65.61,14.5230581680448,15,3
46.9_-66.24,12.0298395367804,10,2
47.68_-71.03,6.41052946428161,19,1
46.27_-64.97,12.1670449353241,4,1
46.79_-65.55,9.24898454854216,6,1
48.02_-70.63,13.0519653359095,9,1
48.8656_-95.4906,8.24856273348826,12,1
45.33_-66.52,11.4112028699868,4,1
46.67_-65.24,12.4262332230768,4,1
46.6095_-93.3392,9.81458810089875,5,1
46.33_-66.15,8.78206031611468,1,1
46.1461_-88.1725,9.02065675991515,4,1
46.312_-90.1399,12.4997015457566,3,1
48.71_-54.75,6.59484913174815,50,1
47.06_-65.84,12.5224923825433,7,1
45.57_-65.12,9.1175998096892,11,3
52.29_-56.26,6.02662662530786,2,1
45.8416_-90.5688,15.8055723109418,4,1
47.7775_-94.193,10.8112508942292,8,1
47.22_-65.66,12.6151975444073,10,1
46.09_-65.16,15.1385340831456,7,3
46.65_-65.37,15.3025812010986,12,2
46.8849_-92.9135,15.8586472888756,5,2
48.0873_-93.4539,9.87792914730777,7,1
46.13_-65.3,12.9144221939792,6,1
47.8474_-94.69,15.257600310805,10,1
46.5468_-88.7948,15.825999110581,3,1
47.27_-65.79,11.7417473399766,3,1
47.1_-65.82,14.9736247205397,6,2
47.2229_-65.7774,12.1568152980356,1,1
47.6565_-67.8309,17.6125423461471,1,1
47.0209_-66.6483,12.2559885820924,1,1
46.73_-65.33,11.8844182153987,11,4
46.36_-66.53,10.4209876743568,4,1
47.19_-66.46,9.56766763820546,10,1
45.68_-67.57,14.3560332327246,6,3
49.04_-54.04,7.36632381027421,50,1
46.7_-66.08,13.8357812316293,5,1
46.2662_-84.8131,13.2935057093782,2,1
45.2235_-63.1015,13.2916607175998,2,1
47.44_-66.5,11.5951396329891,11,3
47.4_-65.03,12.6984457959334,5,2
45.4251_-89.2658,10.5520313033945,3,1
47.13_-69.72,10.8016272957549,19,1
47.7_-66.78,12.140047586991,6,1
47.05_-65.63,9.94325317966767,3,1
63.6104_-143.5799,6.2895696539607,1,1
63.2286_-143.1851,6.36720409133202,1,1
46.24_-65.9,8.65307496745441,6,1
47.7897_-92.0891,10.7703717576954,3,1
46.35_-65.21,15.0532874600086,3,1
45.7884_-89.4341,14.9109897140127,8,2
47.6882_-67.3175,12.4630290984975,1,1
46_-66.43,13.6743454322854,9,1
46.01_-67,15.0813484930509,8,4
46.3325_-92.3579,7.81898125755635,8,1
46.96_-66.56,11.0394887019143,8,1
46.2575_-85.1109,16.0067754927753,11,1
46.12_-65.83,15.1054253348266,6,1
45.82_-67.17,10.0133565053895,5,1
47.4072_-92.6371,16.8907931293009,11,2
46.06_-64.62,12.5534655370146,5,2
46.0116_-87.5311,11.0079033777442,4,1
47.9426_-92.8167,10.6193677242176,7,1
48.4145_-93.6557,7.16350453841656,11,1
46.64_-65.65,11.3638743066728,2,1
46.59_-65.58,14.2917635901612,4,2
46.53_-65.34,12.8989181370011,10,3
47.14_-65.95,11.7944435173915,6,1
47.3774_-94.0082,12.0559733072047,11,2
48.2294_-93.973,12.3600241457437,7,1
46.32_-66.23,10.5610741405113,12,1
46.94_-64.95,10.7181247768043,5,2
46.39_-65.76,12.0454898843207,3,1
45.9_-65.6,13.2191735133683,6,3
46.3898_-65.4257,14.594171972154,1,1
47.75_-65.06,9.11154336893425,4,1
64.8623_-147.4606,4.04993669200662,3,1
47.6_-66.56,14.1974883250621,3,1
47.48_-65.67,12.3177477475247,7,1
45.9308_-86.8727,17.2611606918372,5,1
47.58_-70.48,9.88277654679701,18,1
46.17_-65.36,12.5352371218924,6,1
46.4363_-88.4038,15.1700844125251,4,1
46.04_-66.4,10.6901344147662,5,1
46.1239_-91.3414,15.1030224589674,4,1
47.31_-65.77,13.7795389606869,6,1
48.25_-70.57,13.2716891998816,31,3
45.9606_-88.5534,19.0892558798052,14,2
44.5544_-67.599,13.716,5,1
62.1585_-145.5953,6.66767054111288,3,1
46.22_-66.41,11.5474008062897,11,4
46.23_-65.5,12.2435968468616,12,1
47.5125_-91.3724,15.1804168805721,7,2
47.72_-66.45,9.46067004069221,3,1
62.6403_-145.2979,4.61465600650138,3,1
48.41_-53.36,9.22946215379414,20,1
46.96_-66.57,12.7551825985061,6,1
45.5767_-88.2369,21.6487061727262,4,1
47.23_-65.62,14.5953645544261,14,2
45.65_-65.22,12.9392354749565,4,1
48.67_-55.61,7.91095013175292,2,1
45.6552_-60.749,11.0799990589376,3,1
47.4_-66.47,10.5218592420975,4,1
46.26_-65.59,13.2196071230074,5,2
46.56_-65.36,14.3178242038633,7,3
47.3156_-66.1809,11.7993243681193,1,1
46.1841_-89.4583,15.9170937023507,15,3
47.4775_-92.2191,18.047265772643,12,2
46.27_-65.51,13.9325024028671,4,1
44.6986_-84.4999,16.0258020067696,2,2
47.28_-65.74,11.9414841814405,5,1
47.3853_-92.0863,15.2457189438712,7,1
47.06_-66.59,6.72879454262578,4,1
60.1717_-151.1377,13.38396508749,5,2
47.6918_-92.1506,12.3809647046187,7,2
48.54_-69.89,10.3550817240357,9,1
46.39_-66.33,11.5825774449889,6,1
48.89_-54.12,7.14478349694393,41,1
